Exposure,Power,DriverAge,Fuel_type,Density,Sex,Sinistre
0.93,7,43,0,2906,1,0
1.0,6,51,1,269,0,0
1.0,9,51,1,269,0,0
1.0,9,51,1,269,1,0
1.0,4,39,0,126,1,0
0.49,6,62,0,2163,0,0
0.95,6,51,0,3963,1,0
1.0,8,51,1,269,0,0
0.49,6,26,1,1286,0,1
0.95,10,41,0,625,1,0
1.0,7,61,1,3317,0,0
0.49,6,27,1,1699,0,0
0.49,7,45,0,776,1,0
1.0,6,65,0,657,1,0
1.0,5,30,0,3708,0,0
1.0,6,38,1,3866,1,0
1.0,4,38,0,4116,0,0
1.0,4,58,0,4116,1,0
1.0,4,61,0,3317,0,1
0.27,6,41,1,566,0,1
0.69,7,59,1,4253,1,0
0.49,8,53,0,721,0,0
0.91,5,36,1,22,0,1
0.67,8,59,1,1622,1,0
0.99,5,35,1,625,1,1
1.0,6,37,1,63,0,0
0.48,6,27,1,6736,1,0
0.97,5,63,0,1326,0,0
1.0,4,27,1,134,0,0
1.0,4,27,1,134,0,0
1.0,6,28,1,1227,1,0
0.46,7,40,0,197,1,0
0.45,5,25,1,1326,1,0
0.46,6,24,1,1326,0,0
1.02,5,51,1,1326,0,0
0.49,5,52,1,1006,1,1
0.49,5,52,1,1006,1,0
0.48,5,50,1,679,1,1
0.96,5,48,1,7571,1,0
0.96,5,48,1,7571,0,0
0.5,7,25,1,1326,0,0
0.4,10,62,0,1006,1,0
0.66,4,28,0,61,1,0
0.95,5,40,0,2715,0,0
0.95,5,40,0,2715,1,0
0.95,5,40,0,2715,1,0
0.96,8,37,0,66,1,1
0.5,11,45,0,1326,0,0
1.0,7,41,0,3301,0,0
0.99,7,28,1,143,1,0
0.95,6,52,1,566,1,1
0.96,9,33,0,10068,1,1
0.96,9,33,0,10068,1,0
0.49,4,50,0,173,0,0
0.99,6,41,1,66,0,0
0.92,4,34,0,3317,1,0
0.44,8,33,1,1326,0,0
0.33,9,29,0,3963,1,0
0.33,9,29,0,3963,1,0
0.3,7,50,1,674,1,0
0.3,7,50,1,674,1,0
0.41,6,61,0,43,1,0
0.95,7,52,0,4348,1,1
1.0,10,67,1,3744,0,0
0.88,5,55,1,66,0,0
0.99,7,30,1,458,1,1
0.58,4,33,0,3317,0,0
0.98,5,44,1,126,0,0
0.98,5,44,1,126,1,0
0.92,7,33,0,3317,0,1
1.0,7,47,1,66,0,0
1.0,7,47,1,66,0,0
0.52,5,75,0,720,1,1
0.98,5,33,1,2715,1,0
0.68,5,71,0,4059,1,0
0.43,9,28,0,174,0,0
0.4,6,32,1,849,1,0
0.62,7,32,0,2426,0,0
1.15,7,31,0,3866,1,0
1.0,6,45,1,3317,1,0
0.49,6,30,1,2769,1,0
0.43,7,37,0,4348,0,0
0.98,6,51,1,111,0,0
0.98,6,53,1,483,0,0
0.24,6,31,0,1309,1,0
1.0,7,44,1,2733,1,1
1.0,4,49,0,483,0,1
0.5,10,40,1,3317,0,1
0.5,5,35,1,2715,0,0
0.5,6,63,1,6736,1,1
0.5,6,47,1,1622,1,1
1.0,7,28,1,1028,0,0
0.44,5,43,0,200,1,0
0.44,5,43,0,200,1,0
0.56,6,48,1,3963,0,0
0.99,7,49,1,570,0,0
0.99,5,49,0,570,0,0
0.49,5,37,0,30,0,0
0.49,5,37,0,30,0,0
0.97,5,56,1,26,0,0
0.64,6,45,1,4128,0,0
1.0,6,69,0,824,1,0
0.5,7,40,0,1326,1,0
1.0,9,43,1,1326,1,0
0.94,7,30,1,223,0,0
0.94,7,30,1,223,1,0
1.0,12,51,1,2,1,0
0.94,5,48,1,3317,0,1
0.5,6,29,0,4128,1,0
0.93,5,43,1,6944,1,0
0.92,7,36,1,71,1,0
0.95,4,54,0,1127,0,0
0.41,7,43,0,3317,1,0
0.5,4,51,0,679,1,0
0.51,6,37,1,47,0,0
0.5,7,36,0,1326,1,0
1.0,4,46,0,45,1,0
0.96,6,54,1,3744,0,0
0.49,7,51,1,1162,1,0
0.25,10,31,1,936,1,0
0.48,7,45,1,8455,0,0
0.92,4,32,0,2426,0,0
0.93,5,29,1,1296,0,0
0.43,7,32,0,4116,1,0
0.49,7,27,0,3862,1,0
0.5,9,30,0,269,0,0
1.0,7,42,1,1699,0,0
1.0,8,41,0,2051,0,0
0.5,4,56,1,3744,0,0
0.5,4,49,0,2415,1,0
0.5,12,53,0,65,0,0
0.5,5,56,0,3430,0,0
1.0,7,56,1,8023,0,0
1.0,7,56,1,8023,0,0
0.5,6,50,1,3317,1,1
0.5,7,51,0,4348,0,0
0.5,10,35,1,2152,0,0
0.5,11,36,1,3317,0,0
0.5,11,36,1,3317,1,0
0.5,8,41,1,27000,1,0
0.49,6,44,1,125,1,0
0.5,4,49,0,261,1,0
0.5,5,26,1,3,0,0
0.5,6,44,1,1326,1,0
0.67,7,28,1,3317,0,0
1.0,5,28,0,109,1,0
1.03,6,28,1,5460,0,0
1.0,5,50,1,4348,1,0
0.45,6,25,1,162,1,0
1.03,9,34,1,859,1,0
1.0,9,36,0,3744,0,0
0.72,7,47,1,4116,0,0
0.88,7,51,1,688,1,0
1.0,5,79,0,1976,0,1
1.0,7,48,1,1287,0,0
0.59,10,35,0,3661,0,0
0.5,7,32,0,3744,0,0
0.88,7,58,0,2163,1,1
1.0,6,69,1,9307,0,1
1.0,5,36,1,1426,0,1
1.0,5,36,1,1426,1,0
0.43,6,25,0,1871,0,0
1.0,7,41,1,3317,1,0
0.89,9,56,0,5831,1,0
1.0,9,42,0,146,1,0
0.99,5,33,1,150,0,0
0.97,8,62,0,1976,0,0
0.5,7,46,1,1326,0,0
0.47,9,69,0,270,0,0
1.0,5,38,1,769,1,0
1.0,4,55,0,1326,1,0
1.0,4,26,1,12374,1,1
1.0,5,37,1,631,0,0
0.92,9,30,0,3317,0,0
1.0,15,31,0,119,1,0
1.0,6,35,1,3859,0,0
0.43,4,43,0,824,0,0
0.46,5,49,0,2703,0,0
0.17,8,68,0,769,0,0
0.5,5,29,1,51,1,0
0.5,9,46,0,4479,1,0
1.0,5,26,1,3317,1,0
1.0,5,26,1,3317,0,1
1.0,8,70,0,1193,1,0
0.5,7,26,1,10156,1,0
1.0,4,45,0,27000,0,0
0.5,7,59,0,1440,1,0
0.5,7,51,1,3317,0,0
0.5,4,45,0,6736,0,0
1.0,5,46,1,3744,0,0
0.5,6,61,1,4762,1,0
0.5,6,51,1,1326,0,0
0.5,6,51,1,1326,0,0
0.5,4,38,0,533,0,0
0.5,6,41,1,935,1,0
0.5,6,41,1,935,0,0
1.0,7,39,0,217,0,0
0.47,7,51,1,3430,1,0
0.43,8,26,0,3708,1,0
1.01,6,72,0,3301,0,0
1.0,6,66,0,3317,0,0
0.5,6,31,0,7187,1,0
0.92,13,46,0,3317,1,0
0.49,6,34,1,3317,1,0
1.0,7,53,0,3317,1,0
0.31,9,40,1,280,0,0
0.48,8,36,0,2733,0,0
1.0,8,43,0,22669,1,1
0.86,6,62,1,77,1,0
0.94,6,51,1,178,0,0
1.0,6,66,0,3317,1,0
0.96,6,34,0,8023,0,0
1.23,9,37,0,8880,1,0
0.52,5,23,0,4348,0,0
0.48,7,25,1,902,0,0
0.1,6,56,1,97,0,0
0.98,12,27,0,662,1,0
0.5,6,26,1,1027,0,0
0.97,5,35,0,3317,1,0
0.97,5,35,0,3317,0,0
0.97,5,35,0,3317,0,0
0.46,5,30,0,9096,1,1
0.27,4,61,0,2674,1,0
1.11,4,57,0,2020,0,1
0.15,8,39,0,49,0,1
1.23,7,27,0,928,0,0
1.0,7,35,0,1326,1,0
0.58,7,24,0,3317,1,0
0.19,6,28,1,520,0,0
0.5,5,41,1,1350,0,0
0.99,6,50,1,80,1,1
0.98,7,38,1,34,0,0
0.44,7,49,0,4762,1,0
0.93,6,41,1,1287,0,0
1.0,7,70,1,443,1,1
0.7,4,33,0,3708,1,0
0.25,9,37,0,218,0,0
0.17,6,44,1,6157,0,0
0.29,4,55,1,121,0,0
0.44,9,50,1,769,0,0
0.55,4,55,1,27000,1,0
0.54,6,35,1,8455,1,0
1.01,6,37,1,141,0,0
1.0,8,39,0,1017,0,0
0.5,4,37,0,4762,1,0
0.5,6,64,0,32,0,1
0.5,4,60,0,287,1,0
0.5,5,38,0,4762,0,1
0.5,4,29,1,1045,0,0
0.5,12,41,1,557,0,0
0.5,11,52,1,2252,1,0
0.5,9,52,0,3317,1,0
0.5,5,54,1,97,1,0
0.5,5,54,1,97,1,0
0.5,7,56,1,67,0,0
0.5,6,51,1,566,0,0
1.0,5,40,1,169,0,1
0.5,7,42,0,44,0,0
1.0,9,35,0,3317,1,0
0.5,8,47,0,3317,0,0
0.5,5,44,1,269,0,0
1.0,6,30,1,9307,0,1
1.0,4,54,1,3545,0,0
1.0,5,40,1,856,0,0
0.5,5,37,1,22,0,0
0.5,6,61,1,483,0,0
0.5,5,20,0,3317,1,0
0.5,4,61,1,1535,1,0
0.5,4,39,0,411,1,0
0.5,6,50,1,1765,0,0
1.0,6,55,1,201,1,0
0.5,7,49,0,999,0,0
0.5,4,42,1,184,0,0
0.5,6,26,0,269,1,0
1.0,7,37,1,3317,0,0
0.5,5,35,1,125,0,0
0.5,6,41,1,3857,0,0
0.5,4,31,0,269,0,1
0.5,6,34,1,384,1,0
0.5,7,27,0,69,1,0
0.5,5,42,1,3317,1,0
0.5,7,45,0,6736,1,0
0.5,7,45,0,6736,1,0
0.5,6,27,1,6736,0,0
0.5,6,40,1,321,1,0
0.5,7,41,0,9307,0,0
0.25,6,58,1,14,1,0
0.5,9,48,0,88,1,0
1.0,6,39,1,1943,1,0
0.5,5,54,1,39,0,0
1.0,4,51,0,5460,0,0
0.46,6,36,1,110,0,0
0.96,6,48,1,9307,0,0
0.29,7,68,1,400,0,0
0.94,7,50,1,123,0,0
0.94,7,50,1,123,0,0
0.99,5,30,0,4762,0,0
0.99,5,30,0,4762,1,0
1.0,4,57,1,483,1,0
0.64,7,56,0,682,0,0
0.64,7,56,0,682,0,0
1.05,6,53,1,476,1,0
0.18,5,30,0,1326,0,0
0.98,6,71,1,68,1,0
0.93,6,25,1,44,1,0
0.94,5,31,0,211,1,0
0.94,4,37,0,118,0,0
0.25,6,36,1,490,1,0
0.25,6,36,1,490,1,0
1.01,6,28,0,146,0,1
1.02,9,60,0,4423,0,1
0.98,10,41,1,824,0,0
0.28,6,30,1,18229,0,1
0.56,5,44,0,2906,0,0
0.45,7,52,0,2446,0,0
0.48,7,48,1,3317,1,0
0.48,5,57,1,679,0,0
0.99,4,35,0,4128,0,0
0.21,5,26,0,224,0,0
1.0,6,32,0,483,0,0
1.0,6,32,0,483,0,0
0.99,9,38,0,269,1,0
1.0,4,40,0,244,1,0
0.5,10,25,0,3064,1,0
0.5,4,69,0,1442,1,0
0.5,6,29,0,4762,1,0
0.5,8,30,1,2733,1,0
0.5,7,51,0,1064,1,0
1.0,6,37,0,2191,0,0
0.5,7,36,1,143,0,0
0.5,5,69,1,3317,1,0
1.0,7,38,1,6736,1,0
0.5,7,71,0,15,1,0
0.5,4,49,1,4059,0,0
0.5,8,38,1,3317,1,1
0.5,8,38,1,3317,1,1
0.5,6,40,1,211,0,0
1.0,7,75,1,68,1,0
0.33,6,36,1,8455,0,0
0.4,7,59,0,1440,1,0
0.96,9,48,0,388,1,0
0.56,9,53,0,4762,1,0
0.56,9,53,0,4762,1,0
0.44,7,55,0,171,0,1
0.41,6,32,1,1699,1,0
0.94,7,28,1,18,1,0
0.4,9,53,0,269,1,0
0.5,6,39,1,343,0,0
1.0,5,28,1,2120,0,0
1.0,7,61,0,3963,1,0
0.46,6,38,0,2906,0,0
0.08,11,37,0,393,0,0
0.36,7,41,0,4393,1,0
0.3,8,31,1,1882,0,0
0.43,7,37,1,875,1,0
1.0,4,80,0,189,1,0
1.0,7,61,1,726,0,0
0.48,6,37,1,106,0,0
0.96,12,59,1,291,0,0
0.31,8,66,0,3317,0,1
0.38,6,47,1,159,1,0
0.49,8,41,1,155,0,0
1.02,4,30,0,188,1,0
1.03,8,66,0,8,0,0
0.74,7,48,0,483,1,0
0.95,6,68,1,4762,1,0
0.99,7,35,0,4762,1,0
0.99,7,35,0,4762,1,0
0.87,7,39,0,645,0,1
0.87,7,39,0,645,0,0
0.56,5,43,1,5433,1,0
0.71,6,25,1,76,0,1
0.49,7,63,1,3317,1,1
0.49,7,63,1,3317,0,0
0.49,10,57,0,374,1,0
0.49,6,36,1,2498,1,0
0.49,4,43,0,824,0,0
0.49,5,33,1,3317,0,0
0.49,4,33,0,1326,0,0
0.49,4,33,0,1326,1,0
1.0,6,54,0,200,1,0
0.49,5,37,0,343,0,0
1.0,6,61,1,23,0,0
0.49,7,37,0,402,1,0
1.0,6,51,0,3317,0,0
0.49,6,40,0,3317,0,0
0.49,10,44,0,376,1,0
0.49,5,29,1,561,1,0
0.29,5,30,1,1326,1,0
1.0,4,59,0,10156,0,0
1.0,4,59,0,3317,1,0
0.49,12,37,1,176,0,0
0.51,12,50,0,1468,0,1
0.33,5,19,0,89,1,1
0.44,7,41,1,214,0,0
0.21,7,37,1,1871,0,1
0.69,5,40,1,342,0,0
1.0,4,53,0,27000,1,0
0.47,4,35,1,3317,1,0
0.08,7,36,1,490,0,0
0.99,5,30,1,483,1,0
0.5,7,43,1,566,1,0
0.25,5,62,0,3430,0,0
0.55,7,20,0,1629,0,0
0.93,4,25,1,3744,0,0
0.53,9,32,0,3317,0,0
0.5,5,52,1,4059,1,1
0.98,9,35,1,3744,0,0
0.99,4,47,0,1131,0,0
0.94,7,76,0,8549,1,0
0.31,5,26,1,402,1,0
1.0,7,59,1,269,1,0
0.39,5,38,1,1064,1,0
0.5,5,52,1,1395,1,0
0.32,8,45,1,3317,1,0
0.44,8,47,1,1062,1,0
0.83,7,48,0,1232,1,1
0.53,6,26,1,3442,1,0
0.49,14,34,0,3430,1,0
0.54,6,55,1,184,0,0
0.99,11,42,0,2733,0,1
0.99,11,42,0,2733,0,1
0.99,11,42,0,2733,1,0
1.0,6,57,1,598,1,0
0.45,7,61,0,10156,0,0
0.95,7,40,0,1699,1,0
0.49,11,47,0,626,0,0
1.0,6,31,1,36,0,0
0.49,5,47,1,1381,0,0
1.0,10,72,0,443,0,0
0.49,6,66,1,1753,0,0
0.49,14,54,0,1468,0,0
0.49,10,52,1,709,0,0
0.49,6,35,0,376,1,0
0.49,5,52,1,1753,1,0
0.49,6,39,1,886,1,0
0.49,5,45,0,1326,0,0
0.49,6,50,0,4762,1,0
0.49,11,38,1,266,0,0
1.0,4,39,0,3963,1,0
0.49,6,30,1,9307,0,0
1.0,4,33,0,3317,1,0
1.0,4,33,0,3317,0,0
0.49,4,51,0,824,1,0
0.49,6,42,1,3963,1,0
0.49,7,49,1,51,1,1
1.0,7,51,1,46,0,0
0.49,6,46,1,1326,1,0
0.49,10,25,1,2472,0,0
0.49,6,41,1,105,0,0
0.49,5,41,0,8455,1,0
0.49,4,35,1,44,1,0
0.49,10,32,0,3963,0,0
0.49,9,44,0,1811,0,0
1.0,7,55,1,107,0,0
0.49,5,28,1,50,0,0
0.49,6,67,1,359,1,0
0.49,6,67,1,359,1,0
0.49,7,64,1,3963,0,0
0.49,6,33,0,483,1,0
0.49,5,34,1,76,1,0
0.49,7,40,0,1326,1,0
0.49,5,37,1,81,1,0
0.49,5,37,1,81,0,0
0.49,6,37,0,4059,1,0
0.49,5,41,0,32,1,0
0.49,5,64,0,3317,0,1
0.49,7,54,0,12650,0,1
0.49,6,27,1,16,0,0
0.6,14,32,0,16284,0,1
0.96,4,58,1,4762,1,0
0.96,5,42,1,60,0,0
0.41,10,47,0,177,1,0
1.0,6,41,1,3963,1,0
1.01,10,38,1,3317,1,0
0.31,5,39,1,16,1,0
0.47,5,44,0,2446,0,0
0.44,4,28,1,4059,0,0
0.97,6,73,1,194,0,0
0.72,7,50,1,1780,0,0
0.46,6,55,0,5449,0,0
0.93,6,29,1,1468,0,1
0.81,8,31,1,15,0,1
0.95,7,31,1,51,1,0
0.08,6,23,1,1326,0,0
0.08,4,29,0,2715,0,0
0.48,4,71,0,27000,1,0
1.0,10,43,1,4762,0,0
0.97,11,34,0,3859,1,0
0.93,9,31,0,432,0,0
0.25,5,41,1,3744,0,0
0.95,8,33,0,987,0,0
0.35,7,50,1,483,0,0
0.98,6,26,0,8880,1,0
0.47,10,38,1,3317,1,0
0.33,7,33,1,3997,0,0
0.49,9,40,0,3430,1,0
0.49,6,55,1,674,0,1
0.49,9,50,1,3274,0,0
0.49,7,72,0,170,1,0
0.49,5,50,1,4762,1,1
0.49,6,39,0,4436,0,0
0.49,9,26,0,204,0,0
1.0,7,51,1,828,0,0
0.25,6,38,1,1445,1,0
0.49,8,29,0,3866,1,0
0.49,7,38,1,3708,1,0
0.49,7,56,1,6736,1,1
0.49,8,55,1,3301,1,0
1.0,6,40,1,1635,0,0
0.49,8,40,1,269,0,0
0.49,7,32,1,76,1,0
0.49,5,41,1,1326,1,0
0.49,6,49,1,2365,1,0
0.49,5,28,1,600,0,0
1.0,6,36,1,82,1,1
0.49,5,48,1,4128,0,0
1.0,5,57,0,310,1,0
1.0,8,54,1,4348,1,1
1.0,5,53,1,37,1,1
0.49,4,45,0,1326,0,0
0.49,10,38,1,398,1,0
0.49,11,36,1,3317,1,0
1.0,4,37,0,9096,0,0
0.49,4,49,0,261,0,0
1.0,4,30,1,586,1,0
0.49,7,50,1,1326,1,0
0.49,7,29,1,614,0,0
0.49,6,39,1,4456,0,0
0.49,6,43,1,2278,0,1
0.39,6,37,1,1189,1,0
0.67,7,53,1,1045,1,0
0.49,5,37,0,1005,0,0
0.46,8,37,1,415,0,0
0.33,6,44,1,3866,1,0
0.56,6,34,1,3317,0,0
0.45,7,25,1,10,0,0
0.63,7,33,1,4116,1,0
1.3,5,57,0,738,0,0
1.01,8,40,1,2120,0,1
0.48,7,66,0,1326,1,0
0.98,5,30,1,113,1,0
0.26,5,28,1,99,0,0
1.0,6,19,0,3744,0,0
0.9,7,48,0,185,0,0
0.48,5,33,1,252,1,0
0.94,9,49,0,1699,1,0
0.94,6,42,0,658,0,0
0.43,6,30,0,3317,1,0
0.5,7,59,1,3317,0,1
0.4,9,56,0,23396,1,0
0.99,7,53,0,32,0,0
0.92,7,28,0,1062,1,0
0.98,5,35,0,146,0,0
0.5,7,41,0,3317,0,0
0.08,5,66,1,1466,0,0
0.08,5,61,1,132,0,0
0.08,5,50,1,1326,1,0
0.08,7,36,0,269,0,0
0.08,6,28,1,280,1,0
0.99,6,70,1,1045,1,0
0.82,6,32,1,47,0,0
0.85,7,52,0,5433,1,0
0.47,5,20,1,1326,1,0
0.96,6,38,1,3317,1,1
0.2,6,19,1,3317,0,0
0.95,10,32,0,26,0,1
0.59,6,47,1,1403,1,0
1.03,6,68,0,46,0,1
0.37,7,30,0,483,1,0
0.45,4,49,0,96,1,0
0.48,6,40,1,3301,0,0
0.96,6,61,1,185,0,0
0.38,6,39,0,3317,0,1
0.5,7,56,0,5460,0,0
0.96,7,39,0,84,1,0
1.0,11,43,0,115,0,1
0.44,14,27,0,528,1,0
0.49,7,56,0,682,1,1
0.49,11,36,0,540,0,0
1.0,6,37,1,1045,0,0
0.49,10,49,1,4116,0,0
0.49,7,31,0,10,1,1
0.49,7,38,0,495,0,0
0.49,6,34,1,3317,0,0
0.49,4,68,0,6736,0,0
0.49,4,66,1,10156,1,0
0.49,7,72,1,1101,0,0
1.0,6,49,1,170,1,1
1.0,6,34,0,24,0,0
1.0,6,65,1,572,1,0
1.0,4,37,0,3317,0,0
1.0,5,60,0,3317,1,0
1.0,8,32,1,10156,0,0
0.24,7,63,0,1326,1,0
0.49,6,50,1,3857,0,0
0.49,5,37,1,1055,1,0
0.49,5,56,1,5460,0,0
0.49,5,52,0,3963,0,0
0.49,4,47,1,4059,1,0
0.49,7,32,0,2983,1,1
0.49,7,32,0,2983,0,0
0.49,4,23,1,1326,0,0
0.49,9,26,0,505,1,1
0.49,8,47,1,1062,1,0
0.23,5,32,1,1229,0,0
0.93,4,43,0,125,0,0
0.41,4,61,1,3708,1,0
0.49,5,38,0,3317,0,0
0.34,5,20,0,2983,0,0
0.93,10,42,1,44,1,0
0.93,9,43,1,44,1,0
0.46,4,61,0,9307,1,0
0.36,7,45,0,3465,1,0
1.01,6,28,0,269,0,0
1.01,4,50,0,5177,0,0
1.01,4,50,0,5177,0,0
0.97,9,37,1,483,0,0
0.65,12,58,1,286,0,0
1.01,5,27,1,902,0,0
0.37,7,42,0,8455,0,0
0.65,4,47,0,269,0,0
0.21,11,56,0,5177,0,0
1.0,4,61,1,2733,1,0
0.78,5,50,1,1326,0,0
0.08,7,51,1,213,1,0
0.08,5,58,0,3866,1,0
0.08,7,33,0,2498,1,0
0.08,5,25,1,3744,0,1
0.08,6,30,1,322,1,0
1.43,4,52,0,824,1,0
0.55,7,63,0,216,0,0
0.49,10,47,0,310,0,1
0.49,10,47,0,310,1,1
0.52,6,25,1,2983,1,1
0.2,5,36,0,269,1,0
0.24,6,31,1,7966,0,0
0.47,4,45,0,2859,0,0
0.47,4,45,0,2859,1,0
0.26,6,41,1,5460,0,0
0.3,7,28,1,81,0,1
0.95,11,30,0,150,1,0
0.6,8,45,0,1287,1,0
0.88,10,57,0,318,1,0
0.97,8,38,1,3,0,0
0.99,6,43,1,269,0,0
0.46,5,56,1,1005,0,0
0.46,7,39,1,1152,0,0
1.0,10,39,1,3240,0,0
0.68,8,44,0,458,1,0
0.48,7,43,0,300,0,0
0.47,5,56,1,5460,1,0
0.95,6,26,0,1622,0,0
0.47,5,26,1,2044,1,0
0.47,5,26,1,2044,1,0
0.47,5,26,1,2044,1,0
0.99,7,40,1,3866,0,0
0.98,6,41,1,1871,0,0
0.29,5,43,1,3488,1,0
0.32,11,32,0,6617,0,1
0.58,6,37,1,5053,1,0
0.95,5,36,1,4253,1,1
0.95,5,36,1,4253,1,0
0.36,5,36,1,224,1,0
0.49,6,55,0,3317,0,0
0.49,6,55,0,3317,0,0
0.38,9,55,1,2369,1,0
0.98,6,55,1,987,1,1
0.89,10,31,0,3317,0,0
0.49,6,62,1,813,1,0
0.61,7,52,1,1006,1,0
0.61,7,52,1,1006,0,0
0.92,7,55,1,539,0,0
0.58,7,52,0,118,0,1
1.0,7,34,1,9850,0,0
1.24,7,54,0,454,1,0
0.36,5,29,1,105,1,0
0.5,5,51,0,3866,0,0
0.45,5,35,1,122,1,0
0.45,5,35,1,122,0,0
0.27,4,34,0,1326,0,0
1.01,7,21,0,3744,0,0
0.27,5,43,0,116,1,0
0.7,8,47,1,498,0,0
1.29,4,48,0,269,1,0
0.38,7,29,0,61,1,0
0.98,7,67,1,483,1,0
0.4,9,40,0,4059,1,0
0.92,6,61,1,902,1,1
0.92,6,61,1,902,0,0
0.49,7,44,1,8023,1,0
0.49,7,44,1,8023,0,0
0.48,8,37,1,359,1,1
1.0,6,72,1,2715,0,0
1.0,6,72,1,2715,0,0
1.25,6,30,1,109,0,1
0.56,6,36,1,3317,1,0
0.4,10,27,0,4116,1,0
1.07,11,38,0,9817,0,0
0.96,9,39,0,12374,1,0
0.96,4,48,0,388,1,0
1.0,7,49,1,789,1,0
0.98,4,53,1,66,1,0
0.35,6,47,1,645,1,0
0.45,7,38,0,10156,0,1
0.61,7,48,0,84,0,0
0.41,5,51,0,267,1,0
0.81,14,56,0,9307,0,0
0.81,14,56,0,9307,1,0
0.19,5,56,0,3317,1,1
0.34,6,19,1,3657,1,0
0.95,7,25,1,1541,0,1
1.04,8,31,1,549,1,0
0.96,13,26,0,824,0,0
0.41,7,53,0,3628,1,0
1.0,10,24,0,42,0,0
0.44,7,32,1,3317,1,0
0.44,7,32,1,3317,1,1
0.46,11,50,1,566,1,1
1.0,6,72,1,3859,1,0
0.92,8,31,0,3317,0,0
0.98,8,45,1,39,1,1
0.96,5,62,0,72,0,1
0.49,4,42,0,4348,1,0
0.81,12,37,0,3317,1,0
1.28,6,56,0,251,0,0
0.56,7,50,1,3317,1,0
0.5,11,34,0,57,0,0
0.42,8,28,1,1510,1,1
0.5,8,46,0,3744,0,0
0.43,10,30,0,56,1,0
0.47,4,55,0,257,1,0
0.36,7,43,1,1871,1,0
0.94,8,69,1,8455,0,1
0.41,6,34,1,1699,1,1
0.44,6,30,1,2715,1,0
0.76,6,46,1,1313,0,1
0.55,7,61,0,5460,0,0
0.6,10,47,1,1006,1,0
0.6,10,47,1,1006,1,1
0.98,6,28,1,4436,0,0
2.0,10,32,0,373,0,0
1.09,6,37,1,1055,1,0
1.09,6,37,1,1055,0,0
0.76,7,39,1,269,1,0
0.94,6,44,0,3317,0,0
1.0,7,41,1,3317,1,0
0.5,6,37,1,677,1,0
0.96,8,41,1,4393,1,0
0.46,5,65,1,3857,0,0
0.81,6,50,1,565,1,0
1.35,9,40,0,2365,1,0
0.54,15,36,0,1247,0,0
0.69,7,54,0,9307,0,1
0.56,8,43,1,114,1,0
0.56,8,43,1,114,0,0
0.79,5,39,1,82,0,0
0.96,6,43,0,3317,1,0
0.97,7,35,0,1045,1,0
0.69,4,59,1,483,1,1
0.49,12,33,1,3317,1,0
0.95,7,29,1,301,0,1
0.86,13,42,0,359,0,0
0.98,4,55,0,257,0,1
1.92,9,37,0,112,1,0
1.24,6,41,1,3317,0,0
0.99,6,61,0,7571,1,0
0.98,8,46,1,8549,1,0
0.7,8,65,1,265,0,0
0.96,5,43,0,301,0,0
0.96,5,32,0,424,0,0
0.96,4,70,0,1955,1,0
0.32,5,31,0,1221,0,0
0.42,5,38,0,317,0,0
0.45,7,74,0,122,1,0
0.87,4,63,0,3663,1,0
0.87,6,76,0,1309,0,0
0.23,5,41,0,3301,1,0
0.87,6,54,1,726,0,0
0.96,7,42,0,80,0,0
0.87,7,56,1,249,1,0
0.87,5,47,0,965,1,0
0.12,4,69,0,87,0,0
0.7,7,41,1,30,0,0
0.87,5,53,0,102,0,0
0.38,9,55,0,104,1,0
0.87,10,67,0,16533,1,0
0.1,5,31,0,335,0,0
0.87,7,47,1,1472,0,0
0.87,7,47,1,1472,0,0
0.26,6,30,1,2767,1,0
0.83,5,24,0,1329,1,0
0.2,5,31,0,3374,1,0
0.48,5,31,0,3374,1,0
0.19,7,35,1,151,0,0
0.2,6,72,0,342,1,0
0.19,6,28,0,626,0,0
0.19,7,36,0,6902,0,0
0.8,4,38,0,2618,1,0
0.2,10,40,0,2715,0,1
0.2,10,40,0,2715,1,0
0.8,5,61,1,177,1,0
0.74,4,58,1,228,1,0
0.2,5,58,0,323,0,0
0.2,8,61,1,539,0,0
0.2,6,62,0,22,1,0
0.8,6,26,0,2399,1,0
0.8,4,33,0,1957,1,0
0.13,9,33,0,634,1,1
0.8,5,62,1,4,0,0
0.71,6,50,0,67,0,0
0.71,6,47,0,679,0,0
0.71,7,51,1,130,1,1
0.71,7,51,1,130,1,1
0.28,10,62,1,5859,0,0
0.71,5,47,0,3317,0,0
0.71,5,47,0,3317,1,0
0.73,4,50,0,254,1,0
0.73,4,50,0,254,0,0
0.28,5,46,0,923,0,0
0.71,11,54,1,182,1,0
0.53,6,70,1,155,0,0
0.63,10,54,1,255,0,0
0.63,10,50,1,61,1,0
0.36,9,47,0,213,1,0
0.36,4,48,0,1287,1,0
0.63,5,51,0,565,1,0
0.27,4,63,0,1400,1,0
0.36,5,34,0,221,0,0
0.63,4,35,0,10156,0,0
0.63,4,35,0,10156,0,0
0.29,6,53,0,4059,0,0
0.36,9,42,0,27000,1,0
0.36,5,39,0,3317,0,0
0.4,5,45,0,27000,1,0
0.15,9,43,0,92,0,0
0.54,9,43,0,92,0,0
0.42,6,80,0,3103,1,0
0.54,5,45,0,856,1,0
0.54,7,42,0,9484,0,0
0.45,6,53,0,41,1,0
0.54,7,59,0,4348,1,1
0.54,7,59,0,4348,0,0
