"PolicyID","ClaimAmount","ClaimNb","Exposure","Power","CarAge","DriverAge","Brand","Gas","Region","Density"
244508,797,1,1,"g",15,38,"Renault, Nissan or Citroen","Diesel","Centre",91
244521,1222,1,0.93,"f",10,51,"other","Diesel","Centre",11
244530,1292,1,1,"f",10,34,"Renault, Nissan or Citroen","Diesel","Centre",41
244540,1161,1,1,"f",13,63,"Renault, Nissan or Citroen","Diesel","Centre",405
244550,659,1,1,"f",2,82,"Renault, Nissan or Citroen","Regular","Haute-Normandie",48
244575,1178,1,1,"g",3,38,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",369
244593,1192,1,1,"f",12,41,"Renault, Nissan or Citroen","Diesel","Centre",399
244601,74,1,1,"e",7,55,"Opel, General Motors or Ford","Diesel","Centre",13
244622,279,1,1,"f",4,32,"Renault, Nissan or Citroen","Diesel","Centre",405
244661,715,1,0.24,"h",12,25,"Renault, Nissan or Citroen","Regular","Centre",405
244720,39,1,0.58,"i",25,67,"Mercedes, Chrysler or BMW","Diesel","Centre",1313
244734,1172,1,1,"g",12,41,"Renault, Nissan or Citroen","Regular","Centre",32
244735,1171,1,1,"j",8,50,"other","Regular","Centre",44
244738,1597,1,1,"f",4,77,"Japanese (except Nissan) or Korean","Diesel","Centre",91
244747,1221,1,0.54,"f",12,77,"Renault, Nissan or Citroen","Diesel","Centre",11
244778,492,1,1,"f",6,77,"Renault, Nissan or Citroen","Regular","Centre",44
244827,310,1,1,"f",9,72,"Renault, Nissan or Citroen","Regular","Centre",22
244828,586,1,1,"e",10,55,"Opel, General Motors or Ford","Diesel","Ile-de-France",27000
244835,1982,1,1,"h",9,49,"Fiat","Diesel","Centre",44
244865,371,1,1,"j",16,40,"Renault, Nissan or Citroen","Diesel","Centre",298
244920,77,1,1,"f",11,39,"Renault, Nissan or Citroen","Diesel","Centre",64
245028,74,1,0.37,"f",8,25,"Renault, Nissan or Citroen","Diesel","Centre",49
245029,1239,1,1,"e",2,60,"Opel, General Motors or Ford","Diesel","Centre",1127
245031,758,1,0.6,"d",7,33,"Renault, Nissan or Citroen","Regular","Centre",64
245073,1200,1,1,"o",11,41,"Opel, General Motors or Ford","Regular","Centre",71
245154,522,1,1,"f",5,52,"Volkswagen, Audi, Skoda or Seat","Regular","Ile-de-France",27000
245174,300,1,1,"d",13,47,"Volkswagen, Audi, Skoda or Seat","Diesel","Ile-de-France",8880
245196,598,1,0.41,"f",11,44,"Renault, Nissan or Citroen","Diesel","Ile-de-France",6336
245213,2734,1,1,"f",11,47,"Renault, Nissan or Citroen","Diesel","Centre",1313
245244,1217,1,1,"f",6,46,"Renault, Nissan or Citroen","Diesel","Centre",24
245261,987,1,1,"e",11,42,"Renault, Nissan or Citroen","Diesel","Centre",72
245284,1200,1,1,"e",18,33,"Opel, General Motors or Ford","Regular","Centre",1313
245312,577,1,1,"h",13,44,"Renault, Nissan or Citroen","Diesel","Centre",59
245318,446,1,0.37,"d",13,51,"Fiat","Diesel","Centre",42
245335,1215,1,1,"g",8,34,"Mercedes, Chrysler or BMW","Diesel","Centre",1313
245346,1225,1,1,"e",7,31,"Fiat","Regular","Aquitaine",4348
245362,1202,2,1,"g",21,65,"Renault, Nissan or Citroen","Regular","Centre",61
245362,1204,2,1,"g",21,65,"Renault, Nissan or Citroen","Regular","Centre",61
245372,1238,1,0.36,"g",14,28,"Renault, Nissan or Citroen","Regular","Centre",203
245395,3802,1,1,"f",4,49,"Renault, Nissan or Citroen","Diesel","Centre",164
245458,1233,1,0.8,"d",13,46,"Renault, Nissan or Citroen","Regular","Bretagne",1237
245461,806,1,1,"g",8,59,"Mercedes, Chrysler or BMW","Diesel","Bretagne",175
245469,2195,2,0.23,"f",5,61,"Renault, Nissan or Citroen","Diesel","Bretagne",152
245469,1186,2,0.23,"f",5,61,"Renault, Nissan or Citroen","Diesel","Bretagne",152
245505,1936,1,0.96,"f",7,56,"Fiat","Diesel","Bretagne",3021
245508,604,1,1,"i",12,42,"Renault, Nissan or Citroen","Regular","Bretagne",747
245524,1205,1,1,"f",13,47,"Renault, Nissan or Citroen","Diesel","Bretagne",152
245562,1155,1,1,"f",6,50,"Renault, Nissan or Citroen","Diesel","Bretagne",473
245575,1188,1,1,"e",6,78,"Renault, Nissan or Citroen","Regular","Bretagne",473
245607,477,1,0.45,"g",8,32,"Renault, Nissan or Citroen","Diesel","Centre",182
245628,546,1,1,"f",7,21,"Renault, Nissan or Citroen","Diesel","Centre",182
245707,1262,1,1,"d",20,63,"Renault, Nissan or Citroen","Regular","Centre",11
245739,1290,2,1,"e",2,60,"Renault, Nissan or Citroen","Diesel","Centre",182
245739,584,2,1,"e",2,60,"Renault, Nissan or Citroen","Diesel","Centre",182
245775,2258,1,0.1,"e",4,28,"Fiat","Regular","Centre",182
245819,1159,1,1,"d",13,52,"Renault, Nissan or Citroen","Regular","Centre",1313
245844,1200,1,1,"f",12,76,"other","Regular","Centre",1313
245858,29921,1,0.01,"f",7,67,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",167
245860,1473,1,0.74,"g",11,52,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",51
245876,1194,1,0.83,"f",11,26,"Opel, General Motors or Ford","Regular","Bretagne",82
245981,1157,1,1,"i",18,70,"Opel, General Motors or Ford","Diesel","Centre",1193
246033,1184,1,1,"d",6,53,"Renault, Nissan or Citroen","Regular","Centre",196
246082,630,1,1,"g",1,55,"Renault, Nissan or Citroen","Regular","Centre",196
246089,1157,1,1,"k",23,57,"Renault, Nissan or Citroen","Regular","Centre",16
246095,564,2,1,"f",11,58,"Fiat","Diesel","Nord-Pas-de-Calais",30
246095,1187,2,1,"f",11,58,"Fiat","Diesel","Nord-Pas-de-Calais",30
246108,1206,1,1,"e",5,51,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",290
246141,1230,1,1,"g",6,55,"Japanese (except Nissan) or Korean","Regular","Aquitaine",280
246142,1182,1,1,"d",17,63,"Renault, Nissan or Citroen","Diesel","Aquitaine",58
246153,1152,1,1,"g",7,51,"Renault, Nissan or Citroen","Regular","Aquitaine",2620
246164,1177,1,1,"e",15,73,"Renault, Nissan or Citroen","Diesel","Aquitaine",47
246243,768,1,1,"g",7,42,"Volkswagen, Audi, Skoda or Seat","Diesel","Aquitaine",16
246255,1239,1,1,"h",10,58,"Volkswagen, Audi, Skoda or Seat","Diesel","Bretagne",3021
246259,1006,1,1,"d",3,54,"Renault, Nissan or Citroen","Regular","Bretagne",3021
246260,219,1,1,"g",4,29,"Renault, Nissan or Citroen","Diesel","Bretagne",87
246293,201,1,1,"d",5,66,"Renault, Nissan or Citroen","Regular","Aquitaine",4348
246305,514,1,0.97,"e",1,60,"Volkswagen, Audi, Skoda or Seat","Diesel","Aquitaine",4348
246377,2284,1,0.07,"f",2,79,"Renault, Nissan or Citroen","Diesel","Aquitaine",9
246378,650,1,1,"g",5,53,"Opel, General Motors or Ford","Diesel","Aquitaine",91
246464,1587,2,0.91,"e",6,53,"Opel, General Motors or Ford","Regular","Aquitaine",1294
246464,1973,2,0.91,"e",6,53,"Opel, General Motors or Ford","Regular","Aquitaine",1294
246565,2191,1,1,"e",9,38,"Volkswagen, Audi, Skoda or Seat","Diesel","Bretagne",42
246583,10553,1,0.72,"j",19,71,"Mercedes, Chrysler or BMW","Diesel","Bretagne",48
246590,948,1,0.55,"e",10,24,"Renault, Nissan or Citroen","Regular","Bretagne",3021
246612,218,1,1,"e",7,69,"Renault, Nissan or Citroen","Regular","Bretagne",3021
246624,1161,1,1,"f",4,29,"Renault, Nissan or Citroen","Diesel","Ile-de-France",5376
246653,1255,1,1,"d",15,40,"Renault, Nissan or Citroen","Regular","Limousin",243
246678,290,1,0.9,"e",13,37,"Volkswagen, Audi, Skoda or Seat","Regular","Limousin",235
246707,1261,1,0.95,"e",20,52,"Renault, Nissan or Citroen","Diesel","Limousin",213
246736,821,1,0.09,"g",5,40,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",60
246789,1232,2,1,"e",4,73,"Opel, General Motors or Ford","Regular","Nord-Pas-de-Calais",1787
246789,206,2,1,"e",4,73,"Opel, General Motors or Ford","Regular","Nord-Pas-de-Calais",1787
246795,520,1,1,"f",1,45,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",817
246825,1167,1,1,"j",8,54,"Japanese (except Nissan) or Korean","Regular","Nord-Pas-de-Calais",132
246900,1182,1,1,"f",10,56,"Renault, Nissan or Citroen","Diesel","Centre",1313
246927,2117,1,1,"g",8,47,"Renault, Nissan or Citroen","Diesel","Centre",1313
246956,89,1,1,"l",11,59,"other","Regular","Pays-de-la-Loire",1457
246959,1859,1,1,"e",5,32,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",204
246973,33225,1,1,"i",5,54,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",208
247009,1212,1,0.92,"e",4,57,"Volkswagen, Audi, Skoda or Seat","Diesel","Pays-de-la-Loire",204
247049,1973,1,0.23,"g",5,63,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",204
247063,86,1,0.24,"f",3,56,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",38
247110,929,1,0.52,"e",5,32,"Volkswagen, Audi, Skoda or Seat","Diesel","Haute-Normandie",102
247122,222,1,0.46,"f",10,55,"Renault, Nissan or Citroen","Diesel","Centre",57
247200,2250,1,0.72,"f",5,72,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",1974
247241,1044,1,1,"f",2,39,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",193
247247,1369,1,1,"e",9,47,"Opel, General Motors or Ford","Diesel","Poitou-Charentes",80
247250,502,1,1,"g",8,57,"other","Diesel","Poitou-Charentes",46
247263,1182,1,1,"g",4,62,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",1974
247269,1135,1,0.59,"f",11,44,"Opel, General Motors or Ford","Regular","Poitou-Charentes",798
247292,553,1,0.5,"f",10,44,"Fiat","Regular","Centre",41
247329,1187,1,1,"d",17,53,"Renault, Nissan or Citroen","Regular","Centre",1313
247362,3168,1,0.67,"f",7,50,"Renault, Nissan or Citroen","Regular","Centre",1313
247380,1192,1,1,"e",5,88,"Japanese (except Nissan) or Korean","Regular","Centre",1313
247396,311,2,0.7,"g",11,43,"Renault, Nissan or Citroen","Diesel","Centre",170
247396,1237,2,0.7,"g",11,43,"Renault, Nissan or Citroen","Diesel","Centre",170
247406,441,1,0.49,"e",5,55,"Opel, General Motors or Ford","Diesel","Centre",1313
247418,1807,1,1,"f",8,48,"Renault, Nissan or Citroen","Diesel","Centre",39
247419,374,1,1,"i",9,32,"Renault, Nissan or Citroen","Regular","Centre",1313
247423,1029,1,1,"e",3,57,"Opel, General Motors or Ford","Regular","Pays-de-la-Loire",153
247432,968,1,0.81,"e",16,48,"Renault, Nissan or Citroen","Regular","Centre",1314
247501,1169,1,1,"e",5,46,"Renault, Nissan or Citroen","Regular","Ile-de-France",1376
247503,8612,1,0.08,"h",3,55,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",1191
247556,88,1,0.25,"d",9,26,"Renault, Nissan or Citroen","Diesel","Bretagne",33
247589,1015,1,1,"d",10,27,"Opel, General Motors or Ford","Regular","Basse-Normandie",2103
247635,777,1,1,"f",18,61,"Mercedes, Chrysler or BMW","Diesel","Poitou-Charentes",21
247636,1169,1,1,"g",12,44,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",881
247642,151,1,0.04,"e",10,33,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",881
247677,96,1,1,"g",9,77,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",783
247697,226,1,1,"f",8,31,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",193
247724,1224,1,1,"g",3,33,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",269
247733,3175,1,0.22,"f",10,38,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",1466
247741,1173,1,1,"f",3,30,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",781
247760,10,1,0.81,"d",13,42,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",567
247803,5434,1,0.49,"g",6,37,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",636
247830,67,1,1,"g",14,48,"Mercedes, Chrysler or BMW","Diesel","Aquitaine",25
247889,918,1,1,"d",2,71,"Renault, Nissan or Citroen","Regular","Aquitaine",44
247897,1379,1,0.94,"f",2,40,"Opel, General Motors or Ford","Diesel","Aquitaine",72
247912,2307,1,0.31,"i",17,46,"Japanese (except Nissan) or Korean","Diesel","Aquitaine",39
247937,1232,1,1,"e",13,47,"Renault, Nissan or Citroen","Diesel","Centre",1313
247995,1193,1,0.83,"h",6,78,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",614
248013,1205,1,1,"f",15,45,"Renault, Nissan or Citroen","Diesel","Centre",86
248015,1219,1,0.29,"g",7,45,"Fiat","Diesel","Bretagne",1602
248107,3316,1,0.25,"e",7,25,"Renault, Nissan or Citroen","Regular","Bretagne",157
248138,1244,1,0.36,"f",3,28,"Opel, General Motors or Ford","Diesel","Poitou-Charentes",1974
248153,3107,1,1,"f",8,48,"Renault, Nissan or Citroen","Diesel","Bretagne",127
248269,407,1,1,"f",5,49,"Renault, Nissan or Citroen","Diesel","Centre",41
248298,1179,1,1,"i",14,43,"Mercedes, Chrysler or BMW","Diesel","Centre",19
248316,702,1,1,"f",2,81,"Renault, Nissan or Citroen","Diesel","Ile-de-France",27000
248339,65,1,1,"e",11,24,"Renault, Nissan or Citroen","Diesel","Centre",568
248395,783,1,0.67,"g",12,50,"Opel, General Motors or Ford","Regular","Centre",64
248421,1173,1,1,"h",8,49,"Renault, Nissan or Citroen","Diesel","Ile-de-France",2117
248422,2482,1,1,"g",4,79,"Renault, Nissan or Citroen","Regular","Centre",186
248445,19841,1,1,"h",4,41,"Fiat","Diesel","Centre",126
248497,1244,1,1,"g",8,71,"Renault, Nissan or Citroen","Diesel","Centre",3866
248543,1204,1,0.27,"k",16,56,"Renault, Nissan or Citroen","Regular","Centre",434
248566,1204,1,0.83,"e",21,52,"Renault, Nissan or Citroen","Regular","Centre",1600
248591,1186,1,0.24,"g",2,61,"Renault, Nissan or Citroen","Regular","Centre",270
248594,1224,1,0.7,"g",4,63,"Renault, Nissan or Citroen","Regular","Centre",1064
248595,221,1,0.61,"i",12,27,"Renault, Nissan or Citroen","Regular","Centre",3866
248606,1228,1,1,"g",1,82,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",118
248623,37516,1,0.77,"e",11,44,"Opel, General Motors or Ford","Diesel","Bretagne",52
248636,554,1,0.05,"g",6,40,"Renault, Nissan or Citroen","Diesel","Bretagne",206
248686,1249,2,0.75,"e",10,50,"Opel, General Motors or Ford","Diesel","Centre",16
248686,116,2,0.75,"e",10,50,"Opel, General Motors or Ford","Diesel","Centre",16
248744,1211,1,0.74,"f",3,25,"Renault, Nissan or Citroen","Diesel","Centre",16
248755,1581,1,1,"f",3,44,"Renault, Nissan or Citroen","Regular","Ile-de-France",192
248770,1226,1,0.76,"i",14,51,"Renault, Nissan or Citroen","Regular","Centre",33
248827,398,1,1,"g",4,66,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",84
248829,1174,1,0.15,"d",19,64,"Renault, Nissan or Citroen","Regular","Limousin",23
248922,1191,1,1,"g",13,69,"Renault, Nissan or Citroen","Regular","Centre",308
248967,1156,1,1,"g",13,53,"Renault, Nissan or Citroen","Regular","Centre",1054
249043,672,1,0.52,"g",14,27,"Opel, General Motors or Ford","Regular","Pays-de-la-Loire",1408
249069,13,1,1,"e",3,44,"Renault, Nissan or Citroen","Regular","Ile-de-France",4939
249076,82,1,1,"e",5,28,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",222
249104,73,1,1,"e",5,68,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",172
249111,536,1,0.18,"e",6,25,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",1313
249137,1197,1,0.92,"e",11,48,"Opel, General Motors or Ford","Diesel","Centre",43
249150,386,1,0.41,"k",1,48,"Mercedes, Chrysler or BMW","Diesel","Centre",222
249160,1187,1,0.43,"g",14,34,"Renault, Nissan or Citroen","Regular","Centre",1313
249188,1260,1,1,"f",12,69,"Renault, Nissan or Citroen","Diesel","Centre",22
249222,123,1,0.73,"e",0,45,"Renault, Nissan or Citroen","Diesel","Centre",138
249256,172,1,0.06,"h",4,48,"Renault, Nissan or Citroen","Diesel","Centre",48
249280,10448,1,0.82,"f",6,50,"Renault, Nissan or Citroen","Diesel","Centre",393
249303,1228,1,1,"g",14,36,"Renault, Nissan or Citroen","Diesel","Centre",10
249305,1820,1,0.44,"e",10,48,"Renault, Nissan or Citroen","Regular","Centre",15
249311,1226,1,0.00273972602739726,"d",8,28,"Renault, Nissan or Citroen","Regular","Centre",19
249327,850,1,1,"d",8,55,"Renault, Nissan or Citroen","Regular","Limousin",213
249333,831,1,1,"f",11,49,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",63
249335,1145,1,1,"h",16,54,"other","Diesel","Limousin",25
249352,3241,1,0.49,"d",4,45,"Opel, General Motors or Ford","Regular","Pays-de-la-Loire",1408
249353,4690,1,0.21,"f",4,42,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",64
249384,1175,1,1,"g",8,55,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",1408
249436,2777,1,1,"f",8,58,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",1408
249441,114,1,1,"g",5,35,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",39
249475,1221,1,1,"f",15,49,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",85
249488,1372,1,0.14,"f",13,45,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",85
249489,1171,1,0.85,"f",13,45,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",85
249492,691,1,0.83,"f",9,25,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",484
249497,131,1,0.95,"f",11,44,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",116
249533,496,1,0.2,"e",15,29,"Renault, Nissan or Citroen","Diesel","Centre",16
249535,1082,1,0.2,"h",6,63,"other","Regular","Centre",1313
249563,609,1,1,"f",13,44,"Renault, Nissan or Citroen","Diesel","Centre",203
249570,1226,1,1,"k",4,75,"Mercedes, Chrysler or BMW","Diesel","Ile-de-France",22821
249595,1176,1,1,"f",18,52,"Volkswagen, Audi, Skoda or Seat","Regular","Pays-de-la-Loire",33
249626,1546,1,0.32,"f",4,52,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",22
249682,1180,1,1,"e",10,31,"Opel, General Motors or Ford","Diesel","Pays-de-la-Loire",42
249691,1186,1,0.92,"k",11,21,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",31
249704,1149,1,0.55,"f",10,52,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",33
249712,1171,1,0.29,"g",14,50,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",16
249746,216,1,1,"h",20,67,"Japanese (except Nissan) or Korean","Regular","Bretagne",229
249763,1241,1,1,"f",15,43,"Renault, Nissan or Citroen","Regular","Bretagne",94
249796,1172,1,1,"g",2,51,"Renault, Nissan or Citroen","Diesel","Haute-Normandie",115
249832,4829,1,0.83,"h",9,24,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",5328
249842,1481,1,0.86,"j",10,22,"Opel, General Motors or Ford","Diesel","Nord-Pas-de-Calais",2885
249851,1096,1,0.57,"g",0,27,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",432
249865,1178,1,0.66,"h",6,32,"Renault, Nissan or Citroen","Diesel","Aquitaine",55
249888,73,1,1,"j",11,43,"Mercedes, Chrysler or BMW","Diesel","Aquitaine",1535
249920,1832,1,1,"h",3,40,"Opel, General Motors or Ford","Diesel","Aquitaine",1287
250022,737,2,1,"d",11,73,"Renault, Nissan or Citroen","Regular","Bretagne",747
250022,1160,2,1,"d",11,73,"Renault, Nissan or Citroen","Regular","Bretagne",747
250034,1229,1,1,"g",4,36,"Opel, General Motors or Ford","Regular","Aquitaine",1445
250039,1213,1,1,"e",3,40,"Renault, Nissan or Citroen","Diesel","Bretagne",3021
250098,1171,1,1,"l",10,35,"Mercedes, Chrysler or BMW","Diesel","Bretagne",747
250102,1243,1,1,"d",11,56,"Opel, General Motors or Ford","Regular","Poitou-Charentes",1982
250117,1167,1,1,"m",16,76,"Mercedes, Chrysler or BMW","Regular","Limousin",1729
250118,1188,1,1,"g",26,76,"Renault, Nissan or Citroen","Regular","Limousin",1729
250211,10723,1,0.3,"f",10,54,"Renault, Nissan or Citroen","Regular","Centre",46
250249,20,1,0.5,"e",4,67,"Opel, General Motors or Ford","Regular","Centre",1313
250263,424,1,0.78,"d",12,33,"Renault, Nissan or Citroen","Diesel","Centre",79
250302,1257,1,1,"h",15,38,"other","Regular","Centre",1313
250319,1221,1,1,"e",12,43,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",57
250334,3244,1,0.51,"g",12,39,"Renault, Nissan or Citroen","Regular","Centre",147
250335,1181,1,1,"d",18,70,"Renault, Nissan or Citroen","Regular","Limousin",17
250377,882,1,0.67,"f",11,29,"Opel, General Motors or Ford","Diesel","Centre",57
250380,585,1,1,"h",13,57,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",20
250385,1171,1,1,"g",5,30,"Renault, Nissan or Citroen","Regular","Centre",27
250408,1240,1,1,"g",4,65,"Fiat","Regular","Ile-de-France",10155
250416,1191,1,1,"d",16,59,"Renault, Nissan or Citroen","Regular","Aquitaine",2620
250432,1230,1,1,"h",4,43,"Renault, Nissan or Citroen","Diesel","Ile-de-France",1158
250465,1200,1,1,"h",6,57,"Fiat","Diesel","Bretagne",3386
250482,2611,1,0.22,"i",17,51,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",713
250569,1201,1,1,"f",13,41,"Renault, Nissan or Citroen","Diesel","Aquitaine",160
250590,1131,1,0.9,"g",13,43,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",2694
250604,1131,1,1,"g",5,37,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",110
250668,3214,1,1,"e",1,33,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",2694
250684,1159,1,0.56,"e",17,55,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",803
250690,1258,1,0.86,"f",10,56,"Renault, Nissan or Citroen","Regular","Poitou-Charentes",270
250776,98,1,1,"g",9,31,"Opel, General Motors or Ford","Regular","Poitou-Charentes",153
250783,2260,1,1,"g",10,41,"Japanese (except Nissan) or Korean","Regular","Poitou-Charentes",562
250792,561,1,0.04,"f",11,38,"Renault, Nissan or Citroen","Diesel","Basse-Normandie",2103
250799,85,1,1,"f",11,56,"Renault, Nissan or Citroen","Regular","Basse-Normandie",171
250800,1236,1,1,"d",2,61,"Renault, Nissan or Citroen","Regular","Basse-Normandie",4436
250819,17415,1,0.27,"f",8,28,"Renault, Nissan or Citroen","Diesel","Basse-Normandie",25
250836,1159,1,1,"f",6,60,"Opel, General Motors or Ford","Regular","Bretagne",71
250837,1212,1,0.71,"h",4,40,"Fiat","Diesel","Bretagne",116
250844,2194,1,1,"f",12,53,"Japanese (except Nissan) or Korean","Regular","Bretagne",1192
250855,3214,1,0.4,"i",14,46,"other","Regular","Bretagne",1192
250857,257,1,1,"f",8,83,"other","Diesel","Bretagne",722
250882,1221,1,0.78,"d",19,41,"Renault, Nissan or Citroen","Regular","Bretagne",71
250890,1602,1,0.16,"e",14,36,"Renault, Nissan or Citroen","Diesel","Bretagne",59
250897,1010,1,0.51,"f",7,28,"Volkswagen, Audi, Skoda or Seat","Regular","Ile-de-France",5763
250913,2495,1,0.24,"f",10,72,"Renault, Nissan or Citroen","Diesel","Bretagne",95
250928,1199,1,0.06,"i",14,54,"Volkswagen, Audi, Skoda or Seat","Regular","Pays-de-la-Loire",983
250940,1255,1,1,"i",5,38,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",983
250981,1219,1,1,"e",6,48,"Renault, Nissan or Citroen","Diesel","Centre",741
250984,342,1,0.56,"f",2,26,"Renault, Nissan or Citroen","Diesel","Ile-de-France",776
251018,1259,1,1,"f",9,45,"Fiat","Diesel","Centre",48
251026,1700,1,0.72,"f",2,69,"Renault, Nissan or Citroen","Diesel","Centre",12
251066,844,1,0.36,"d",2,24,"Renault, Nissan or Citroen","Regular","Centre",23
251122,1221,1,0.28,"f",13,65,"Renault, Nissan or Citroen","Diesel","Centre",50
251192,651,1,1,"e",16,29,"Renault, Nissan or Citroen","Diesel","Centre",222
251203,1124,1,0.87,"f",7,30,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",73
251229,1198,1,0.88,"j",15,57,"Opel, General Motors or Ford","Diesel","Centre",4116
251230,571,1,0.66,"f",11,27,"Volkswagen, Audi, Skoda or Seat","Regular","Ile-de-France",27000
251313,1251,1,0.74,"d",1,39,"Renault, Nissan or Citroen","Diesel","Centre",18
251371,1195,1,0.72,"f",2,47,"Renault, Nissan or Citroen","Diesel","Centre",581
251378,1278,1,0.67,"k",5,51,"Mercedes, Chrysler or BMW","Diesel","Poitou-Charentes",562
251391,973,1,0.56,"e",7,53,"Opel, General Motors or Ford","Diesel","Centre",30
251425,1187,1,0.83,"j",12,50,"Opel, General Motors or Ford","Diesel","Bretagne",747
251442,2342,1,0.22,"f",4,31,"Renault, Nissan or Citroen","Diesel","Bretagne",45
251469,126,1,0.24,"f",9,51,"Renault, Nissan or Citroen","Diesel","Poitou-Charentes",53
251490,1168,1,0.67,"e",1,26,"Renault, Nissan or Citroen","Diesel","Ile-de-France",3274
251511,530,1,1,"f",7,57,"other","Diesel","Bretagne",747
251520,1428,1,1,"h",5,48,"Mercedes, Chrysler or BMW","Diesel","Bretagne",485
251612,2779,1,1,"f",10,78,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",582
251616,1178,1,1,"g",8,36,"Renault, Nissan or Citroen","Diesel","Centre",298
251707,850,1,0.7,"f",10,26,"Renault, Nissan or Citroen","Regular","Centre",33
251755,1358,1,0.93,"e",15,22,"Renault, Nissan or Citroen","Diesel","Centre",741
251782,1082,1,0.54,"i",11,46,"Renault, Nissan or Citroen","Regular","Centre",45
251794,1268,1,0.8,"d",13,34,"Volkswagen, Audi, Skoda or Seat","Diesel","Centre",1313
251848,82,1,0.5,"k",4,45,"Japanese (except Nissan) or Korean","Diesel","Pays-de-la-Loire",235
251918,1239,1,0.56,"e",16,36,"Renault, Nissan or Citroen","Diesel","Pays-de-la-Loire",33
251927,1209,1,1,"e",1,79,"Opel, General Motors or Ford","Regular","Pays-de-la-Loire",91
251957,1255,1,0.82,"g",3,59,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",60
251991,1127,1,0.06,"d",8,57,"Renault, Nissan or Citroen","Regular","Pays-de-la-Loire",142
252041,1155,1,1,"f",9,70,"Renault, Nissan or Citroen","Regular","Nord-Pas-de-Calais",2606
252048,7653,1,1,"d",10,54,"Fiat","Regular","Nord-Pas-de-Calais",1466
252061,748,1,1,"f",4,36,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",413
252062,1229,1,1,"e",3,39,"Volkswagen, Audi, Skoda or Seat","Diesel","Nord-Pas-de-Calais",357
252063,1254,1,1,"f",4,41,"Renault, Nissan or Citroen","Diesel","Nord-Pas-de-Calais",1466
