PolicyID,ClaimNb,Exposure,Power,CarAge,DriverAge,Brand,Gas,Region,Density,ClaimAmount
141454,1,0.59,e,8,18,"Renault, Nissan or Citroen",Regular,Bretagne,131,1255
141464,1,1.0,g,1,51,"Opel, General Motors or Ford",Diesel,Centre,741,41
141470,1,1.0,f,4,70,"Renault, Nissan or Citroen",Regular,Centre,57,1162
141505,1,1.0,g,15,43,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,851,549
141521,1,1.0,e,12,89,"Renault, Nissan or Citroen",Diesel,Centre,19,1214
141599,1,1.0,j,9,89,"Renault, Nissan or Citroen",Regular,Centre,91,50
141605,1,0.85,e,5,45,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,2399,1143
141626,1,1.0,g,16,44,"Renault, Nissan or Citroen",Regular,Centre,358,61
141710,1,1.0,d,10,82,"Renault, Nissan or Citroen",Regular,Bretagne,165,1237
141775,1,1.0,i,3,63,Japanese (except Nissan) or Korean,Regular,Centre,176,1350
141787,1,0.85,k,9,60,"Renault, Nissan or Citroen",Regular,Centre,78,1157
141792,1,1.0,g,9,49,"Renault, Nissan or Citroen",Regular,Centre,54,81
141824,1,1.0,d,4,49,"Renault, Nissan or Citroen",Regular,Centre,51,51
141830,1,1.0,g,6,78,"Renault, Nissan or Citroen",Regular,Centre,92,1504
141860,1,1.0,f,7,43,"Renault, Nissan or Citroen",Diesel,Centre,45,758
141885,1,1.0,f,8,49,"Renault, Nissan or Citroen",Diesel,Centre,29,84
141893,1,1.0,g,8,60,"Renault, Nissan or Citroen",Diesel,Centre,50,1172
141927,1,0.86,g,9,47,"Renault, Nissan or Citroen",Regular,Centre,405,980
141952,1,1.0,f,8,75,"Renault, Nissan or Citroen",Diesel,Centre,37,1116
141995,1,0.26,g,7,74,"Renault, Nissan or Citroen",Regular,Centre,26,4339
142008,1,1.0,f,8,85,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,12,1432
142010,1,1.0,f,2,53,"Renault, Nissan or Citroen",Diesel,Centre,114,76
142064,1,1.0,f,9,59,"Renault, Nissan or Citroen",Diesel,Centre,67,1123
142091,1,1.0,e,5,70,"Renault, Nissan or Citroen",Regular,Centre,741,1180
142105,2,0.47,d,3,56,"Renault, Nissan or Citroen",Regular,Centre,133,577
142105,2,0.47,d,3,56,"Renault, Nissan or Citroen",Regular,Centre,133,4270
142128,1,0.46,f,10,49,"Renault, Nissan or Citroen",Regular,Centre,51,3070
142150,1,0.32,g,6,23,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,4128,1203
142156,1,1.0,g,18,59,"Renault, Nissan or Citroen",Diesel,Centre,5,1263
142165,1,0.58,f,2,75,"Renault, Nissan or Citroen",Diesel,Centre,18,1167
142187,1,0.41,e,13,67,"Renault, Nissan or Citroen",Regular,Bretagne,473,1177
142204,1,1.0,g,7,58,"Renault, Nissan or Citroen",Diesel,Bretagne,229,250
142239,1,1.0,g,5,44,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,4128,1248
142247,1,0.78,f,3,61,"Renault, Nissan or Citroen",Diesel,Bretagne,3386,579
142349,1,0.41,g,4,62,"Mercedes, Chrysler or BMW",Diesel,Pays-de-la-Loire,983,8239
142369,1,1.0,g,12,50,"Renault, Nissan or Citroen",Diesel,Bretagne,356,3887
142428,1,1.0,e,4,48,"Opel, General Motors or Ford",Regular,Pays-de-la-Loire,490,3653
142435,1,0.47,g,11,72,Japanese (except Nissan) or Korean,Regular,Bretagne,229,1206
142440,1,0.89,g,10,41,"Renault, Nissan or Citroen",Regular,Bretagne,485,45
142487,1,1.0,e,1,69,"Renault, Nissan or Citroen",Diesel,Centre,81,3940
142504,1,1.0,d,12,80,"Renault, Nissan or Citroen",Regular,Centre,91,1181
142512,1,1.0,f,5,75,"Renault, Nissan or Citroen",Diesel,Centre,45,7253
142562,1,0.34,f,2,55,"Renault, Nissan or Citroen",Regular,Centre,128,5585
142580,1,1.0,e,3,70,"Renault, Nissan or Citroen",Regular,Centre,44,1157
142581,1,1.0,g,13,55,"Renault, Nissan or Citroen",Regular,Centre,78,1270
142636,1,0.88,f,11,53,"Renault, Nissan or Citroen",Diesel,Centre,182,1208
142735,1,0.23,g,7,51,"Renault, Nissan or Citroen",Diesel,Centre,8,3329
142835,1,1.0,e,11,79,"Renault, Nissan or Citroen",Regular,Centre,222,1196
142873,1,1.0,f,7,48,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,1199,14
142914,1,1.0,g,4,60,"Opel, General Motors or Ford",Diesel,Poitou-Charentes,831,1189
142936,1,1.0,f,4,60,"Renault, Nissan or Citroen",Diesel,Bretagne,473,1202
142999,1,0.75,g,8,41,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,123,611
143075,1,0.24,e,3,74,"Renault, Nissan or Citroen",Regular,Ile-de-France,14200,1187
143086,1,1.0,g,5,67,"Opel, General Motors or Ford",Regular,Bretagne,287,6328
143091,1,1.0,i,4,58,"Renault, Nissan or Citroen",Regular,Bretagne,3386,61
143122,1,1.0,d,15,81,"Renault, Nissan or Citroen",Regular,Centre,3866,1150
143124,1,0.67,d,7,59,other,Regular,Centre,3866,1727
143125,1,1.0,j,12,59,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,3866,1165
143148,1,0.5,f,6,53,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,280,1502
143175,1,1.0,d,4,53,"Renault, Nissan or Citroen",Regular,Centre,1193,235
143182,2,1.0,f,10,37,"Renault, Nissan or Citroen",Diesel,Haute-Normandie,39,85
143182,2,1.0,f,10,37,"Renault, Nissan or Citroen",Diesel,Haute-Normandie,39,55
143200,1,0.03,g,1,30,"Mercedes, Chrysler or BMW",Diesel,Centre,1943,1161
143208,1,1.0,e,3,79,"Opel, General Motors or Ford",Regular,Centre,1943,4402
143245,1,0.69,d,14,51,"Renault, Nissan or Citroen",Regular,Centre,48,1216
143251,1,0.86,g,4,32,"Renault, Nissan or Citroen",Diesel,Centre,1943,1183
143262,1,1.0,g,20,47,"Renault, Nissan or Citroen",Diesel,Centre,43,1137
143271,1,0.26,g,4,45,Fiat,Regular,Centre,1943,61
143273,1,1.0,g,6,69,"Renault, Nissan or Citroen",Regular,Centre,45,1129
143276,1,0.48,e,10,25,"Renault, Nissan or Citroen",Diesel,Centre,78,1184
143277,1,1.0,f,12,47,"Renault, Nissan or Citroen",Regular,Centre,48,1207
143282,1,0.53,g,18,36,"Renault, Nissan or Citroen",Regular,Centre,78,1221
143315,1,1.0,g,10,36,Japanese (except Nissan) or Korean,Regular,Centre,48,1143
143319,1,1.0,g,1,52,"Renault, Nissan or Citroen",Regular,Centre,48,1078
143345,1,0.71,j,8,45,"Opel, General Motors or Ford",Diesel,Centre,1943,8847
143349,1,0.4,h,17,20,"Renault, Nissan or Citroen",Regular,Centre,255,1246
143409,1,0.16,e,1,35,"Renault, Nissan or Citroen",Regular,Centre,3,1137
143422,1,1.0,d,6,27,Fiat,Regular,Bretagne,1082,1225
143431,1,1.0,e,6,37,"Renault, Nissan or Citroen",Regular,Bretagne,634,1201
143455,1,1.0,j,12,65,other,Diesel,Bretagne,52,1231
143483,2,1.0,e,2,37,"Volkswagen, Audi, Skoda or Seat",Diesel,Bretagne,146,1024
143483,2,1.0,e,2,37,"Volkswagen, Audi, Skoda or Seat",Diesel,Bretagne,146,882
143515,1,1.0,d,7,45,"Renault, Nissan or Citroen",Diesel,Bretagne,70,1142
143520,1,1.0,f,3,56,"Renault, Nissan or Citroen",Diesel,Bretagne,98,555
143568,1,0.83,e,8,30,"Renault, Nissan or Citroen",Diesel,Centre,58,1152
143582,1,0.37,f,15,47,Fiat,Regular,Centre,57,1162
143591,1,0.49,f,4,30,"Renault, Nissan or Citroen",Diesel,Centre,467,3085
143669,2,0.95,f,5,54,"Renault, Nissan or Citroen",Diesel,Centre,1027,1167
143669,2,0.95,f,5,54,"Renault, Nissan or Citroen",Diesel,Centre,1027,1160
143701,1,0.2,g,12,59,"Mercedes, Chrysler or BMW",Regular,Centre,23,6038
143710,1,0.03,j,16,33,"Renault, Nissan or Citroen",Diesel,Centre,182,2788
143721,1,0.21,e,6,69,"Renault, Nissan or Citroen",Diesel,Centre,7,924
143733,1,0.34,e,11,39,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,42,2714
143766,1,0.06,e,0,45,"Renault, Nissan or Citroen",Diesel,Centre,78,806
143791,1,1.0,d,12,50,"Renault, Nissan or Citroen",Diesel,Ile-de-France,3724,1162
143908,1,1.0,e,2,54,"Renault, Nissan or Citroen",Regular,Centre,67,79
144024,1,1.0,f,4,31,"Renault, Nissan or Citroen",Diesel,Centre,51,939
144070,1,1.0,g,7,71,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,451,1177
144110,1,1.0,e,11,47,"Renault, Nissan or Citroen",Diesel,Limousin,23,1051
144113,1,1.0,d,11,39,"Renault, Nissan or Citroen",Regular,Limousin,10,343
144133,2,1.0,n,12,30,Japanese (except Nissan) or Korean,Diesel,Limousin,23,1195
144133,2,1.0,n,12,30,Japanese (except Nissan) or Korean,Diesel,Limousin,23,399
144155,1,1.0,g,8,79,"Opel, General Motors or Ford",Regular,Limousin,20,1188
144196,1,1.0,f,15,69,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,3541,764
144214,1,1.0,f,11,40,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,657,1145
144215,1,1.0,g,4,73,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,34,238
144223,1,1.0,k,12,74,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,36,1147
144234,1,0.27,g,20,67,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,3541,1166
144242,1,1.0,j,7,29,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,3541,1153
144243,1,1.0,e,2,40,"Renault, Nissan or Citroen",Regular,Ile-de-France,22821,565
144250,1,1.0,g,8,40,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,3541,1191
144253,1,0.18,e,2,40,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,4128,374
144257,1,1.0,e,4,33,"Mercedes, Chrysler or BMW",Regular,Bretagne,4087,80
144259,1,0.94,e,7,73,"Opel, General Motors or Ford",Diesel,Pays-de-la-Loire,3541,1159
144348,1,1.0,g,13,33,"Opel, General Motors or Ford",Regular,Pays-de-la-Loire,295,1251
144427,1,1.0,f,13,38,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,23,1876
144463,1,1.0,e,10,39,"Opel, General Motors or Ford",Diesel,Pays-de-la-Loire,89,72
144468,1,0.21,f,15,35,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,27,1138
144518,1,1.0,d,19,53,"Renault, Nissan or Citroen",Regular,Centre,41,1232
144521,1,1.0,f,5,78,"Renault, Nissan or Citroen",Diesel,Centre,115,1215
144649,1,0.58,i,6,43,"Mercedes, Chrysler or BMW",Regular,Centre,252,1166
144685,1,0.99,h,16,72,"Mercedes, Chrysler or BMW",Regular,Centre,15,3223
144690,1,0.9,d,12,27,"Opel, General Motors or Ford",Regular,Centre,126,1206
144754,1,0.01,e,12,30,"Renault, Nissan or Citroen",Diesel,Centre,41,429
144794,1,0.03,f,14,23,"Opel, General Motors or Ford",Regular,Centre,203,14437
144796,1,1.0,d,13,48,"Renault, Nissan or Citroen",Regular,Centre,1600,1157
144835,1,0.07,g,7,56,"Renault, Nissan or Citroen",Diesel,Centre,335,164
144883,1,1.0,j,1,30,other,Regular,Centre,8,1087
144902,1,1.0,f,10,57,"Renault, Nissan or Citroen",Diesel,Centre,9,1177
144930,1,0.08,f,9,26,Fiat,Diesel,Centre,22,3158
144967,1,0.95,g,18,34,"Opel, General Motors or Ford",Diesel,Centre,308,1113
144971,1,0.42,e,7,48,other,Diesel,Centre,376,1550
145055,2,1.0,e,17,41,"Renault, Nissan or Citroen",Diesel,Centre,295,246
145055,2,1.0,e,17,41,"Renault, Nissan or Citroen",Diesel,Centre,295,1195
145102,1,0.58,d,8,51,"Opel, General Motors or Ford",Diesel,Centre,31,1150
145122,1,1.0,g,9,73,"Renault, Nissan or Citroen",Regular,Centre,44,1094
145162,1,0.93,f,3,60,"Renault, Nissan or Citroen",Regular,Centre,44,5782
145174,1,1.0,g,7,49,"Mercedes, Chrysler or BMW",Diesel,Centre,192,2176
145193,1,0.56,j,12,25,"Opel, General Motors or Ford",Diesel,Centre,1054,1283
145215,1,1.0,h,11,46,"Mercedes, Chrysler or BMW",Diesel,Pays-de-la-Loire,763,701
145249,1,1.0,g,11,55,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,63,1187
145260,1,0.82,d,4,39,"Renault, Nissan or Citroen",Regular,Pays-de-la-Loire,46,1196
145267,1,0.17,n,13,49,Japanese (except Nissan) or Korean,Regular,Pays-de-la-Loire,1199,879
145280,1,1.0,f,9,45,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,214,571
145282,1,1.0,d,19,35,"Renault, Nissan or Citroen",Regular,Bretagne,142,1151
145319,1,1.0,j,11,47,"Renault, Nissan or Citroen",Diesel,Bretagne,575,1207
145339,1,1.0,d,5,47,"Renault, Nissan or Citroen",Regular,Bretagne,287,1443
145347,1,0.77,e,12,56,"Renault, Nissan or Citroen",Regular,Bretagne,318,1185
145377,1,1.0,k,10,44,"Mercedes, Chrysler or BMW",Diesel,Bretagne,255,94
145380,1,0.2,g,3,57,other,Regular,Bretagne,575,1615
145390,1,1.0,g,11,49,"Opel, General Motors or Ford",Regular,Bretagne,287,1321
145393,1,0.36,g,5,37,"Mercedes, Chrysler or BMW",Diesel,Bretagne,287,215
145424,1,1.0,f,8,24,"Renault, Nissan or Citroen",Diesel,Bretagne,3386,1147
145433,1,1.0,g,3,34,"Renault, Nissan or Citroen",Diesel,Bretagne,285,604
145468,2,0.73,g,1,41,Japanese (except Nissan) or Korean,Diesel,Bretagne,247,8269
145468,2,0.73,g,1,41,Japanese (except Nissan) or Korean,Diesel,Bretagne,247,1242
145472,1,0.24,f,8,30,"Renault, Nissan or Citroen",Diesel,Bretagne,45,2132
145486,1,1.0,g,4,45,"Renault, Nissan or Citroen",Diesel,Bretagne,139,1124
145526,2,0.57,e,10,66,"Renault, Nissan or Citroen",Diesel,Bretagne,747,925
145526,2,0.57,e,10,66,"Renault, Nissan or Citroen",Diesel,Bretagne,747,1152
145541,1,0.52,h,16,44,"Renault, Nissan or Citroen",Diesel,Bretagne,747,476
145564,1,0.8,e,6,57,"Opel, General Motors or Ford",Regular,Bretagne,287,410
145573,1,1.0,e,6,50,"Opel, General Motors or Ford",Diesel,Bretagne,268,102
145576,1,1.0,e,9,23,"Renault, Nissan or Citroen",Diesel,Bretagne,287,685
145579,1,1.0,h,8,36,"Renault, Nissan or Citroen",Diesel,Bretagne,165,1197
145588,1,1.0,g,4,43,"Renault, Nissan or Citroen",Regular,Bretagne,747,1158
145591,1,0.49,j,7,40,other,Diesel,Aquitaine,277,1168
145636,1,0.58,g,15,36,"Opel, General Motors or Ford",Regular,Bretagne,287,749
145639,1,1.0,f,5,51,"Renault, Nissan or Citroen",Diesel,Bretagne,1237,1489
145659,1,0.75,d,13,48,"Renault, Nissan or Citroen",Regular,Bretagne,165,1156
145668,1,1.0,g,2,37,"Renault, Nissan or Citroen",Regular,Bretagne,747,190
145698,1,0.61,g,13,47,"Renault, Nissan or Citroen",Diesel,Bretagne,359,1831
145708,1,0.34,g,7,26,"Renault, Nissan or Citroen",Diesel,Bretagne,165,1126
145734,1,0.3,k,12,60,"Renault, Nissan or Citroen",Regular,Centre,186,141
145778,1,1.0,i,16,35,"Mercedes, Chrysler or BMW",Regular,Centre,88,1199
145801,1,1.0,g,1,35,"Opel, General Motors or Ford",Diesel,Centre,57,244
145859,1,0.25,f,2,29,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,43,196
145896,1,0.71,g,12,55,"Renault, Nissan or Citroen",Regular,Centre,43,455
145899,1,1.0,f,5,44,"Renault, Nissan or Citroen",Diesel,Centre,35,1196
145927,1,1.0,d,2,38,"Renault, Nissan or Citroen",Regular,Centre,72,347
146011,1,0.32,g,16,47,"Renault, Nissan or Citroen",Regular,Centre,741,20077
146049,1,0.41,g,8,53,"Renault, Nissan or Citroen",Diesel,Centre,48,1190
146050,1,0.58,g,8,53,"Renault, Nissan or Citroen",Diesel,Centre,48,56
146070,1,0.8,d,6,31,"Renault, Nissan or Citroen",Diesel,Bretagne,97,96
146093,1,1.0,j,12,65,"Renault, Nissan or Citroen",Diesel,Aquitaine,221,1197
146145,1,0.55,f,10,30,"Renault, Nissan or Citroen",Diesel,Ile-de-France,136,359
146149,1,1.0,h,5,58,"Mercedes, Chrysler or BMW",Diesel,Poitou-Charentes,562,5578
146178,1,1.0,f,4,78,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,227,1138
146208,1,1.0,h,10,43,"Renault, Nissan or Citroen",Regular,Centre,58,1177
146225,1,0.69,f,7,26,"Renault, Nissan or Citroen",Regular,Aquitaine,1287,1186
146252,1,1.0,d,7,65,"Renault, Nissan or Citroen",Diesel,Centre,83,1179
146253,1,0.18,g,12,23,"Renault, Nissan or Citroen",Diesel,Centre,105,1603
146303,1,1.0,f,6,63,"Renault, Nissan or Citroen",Regular,Centre,105,384
146319,1,1.0,f,3,51,"Renault, Nissan or Citroen",Diesel,Centre,105,1113
146323,1,0.04,d,12,50,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,81,1167
146352,1,1.0,h,13,41,"Renault, Nissan or Citroen",Diesel,Centre,27,1209
146453,1,0.7,k,3,35,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,102,197
146498,1,0.99,j,11,28,Fiat,Regular,Poitou-Charentes,62,1210
146551,1,1.0,e,3,59,"Volkswagen, Audi, Skoda or Seat",Diesel,Poitou-Charentes,43,42
146553,1,0.64,k,7,30,"Renault, Nissan or Citroen",Diesel,Pays-de-la-Loire,220,1221
146561,1,1.0,e,2,46,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,43,1675
146600,1,0.32,e,7,54,"Renault, Nissan or Citroen",Regular,Poitou-Charentes,43,1150
146633,1,0.75,e,4,49,Fiat,Regular,Poitou-Charentes,657,62
146635,1,1.0,e,12,58,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,118,1371
146652,1,1.0,f,14,60,"Renault, Nissan or Citroen",Diesel,Poitou-Charentes,657,210
146670,1,1.0,h,13,82,"Mercedes, Chrysler or BMW",Regular,Poitou-Charentes,1982,1228
146723,1,1.0,f,4,41,"Renault, Nissan or Citroen",Regular,Centre,18,1245
146746,1,0.7,f,22,42,"Renault, Nissan or Citroen",Regular,Centre,222,57
146756,1,0.1,i,6,31,"Opel, General Motors or Ford",Regular,Centre,32,2880
146820,1,1.0,g,20,63,"Renault, Nissan or Citroen",Regular,Centre,71,299
146864,1,1.0,g,3,84,"Renault, Nissan or Citroen",Regular,Centre,1313,69
146882,1,0.2,f,8,26,other,Diesel,Centre,27,3150
146953,1,1.0,k,9,54,"Renault, Nissan or Citroen",Regular,Centre,106,402
146967,1,1.0,e,9,41,"Opel, General Motors or Ford",Diesel,Centre,1313,1174
147036,1,1.0,j,3,42,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,421,396
147039,1,0.04,i,9,56,"Renault, Nissan or Citroen",Regular,Ile-de-France,3724,1106
147042,1,1.0,e,3,26,"Renault, Nissan or Citroen",Diesel,Centre,1313,1148
147062,1,1.0,d,2,51,"Renault, Nissan or Citroen",Regular,Centre,467,2579
147065,1,0.96,g,8,27,"Renault, Nissan or Citroen",Diesel,Centre,1296,1181
147079,1,1.0,g,12,36,"Renault, Nissan or Citroen",Diesel,Centre,2044,1168
147086,1,0.92,e,6,50,"Renault, Nissan or Citroen",Diesel,Centre,2044,526
147105,1,0.59,j,1,62,"Mercedes, Chrysler or BMW",Diesel,Centre,62,1160
147115,1,0.5,h,0,39,Japanese (except Nissan) or Korean,Diesel,Centre,4116,2094
147123,1,0.71,g,7,41,"Renault, Nissan or Citroen",Diesel,Centre,4116,373
147167,1,0.24,f,9,44,"Renault, Nissan or Citroen",Diesel,Centre,63,980
147197,1,1.0,e,3,50,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,47,1145
147249,1,1.0,f,9,40,"Renault, Nissan or Citroen",Diesel,Centre,22,1174
147307,1,0.74,e,6,29,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,103,1193
147325,1,0.04,d,18,52,"Opel, General Motors or Ford",Regular,Centre,369,2264
147335,1,0.53,h,3,51,"Volkswagen, Audi, Skoda or Seat",Regular,Centre,632,1928
147349,1,1.0,f,6,34,"Renault, Nissan or Citroen",Diesel,Centre,307,4221
147370,1,0.38,f,15,49,"Renault, Nissan or Citroen",Diesel,Centre,1109,2643
147373,1,1.0,f,8,23,"Renault, Nissan or Citroen",Diesel,Centre,58,2410
147420,1,0.75,j,11,31,"Volkswagen, Audi, Skoda or Seat",Diesel,Centre,150,1156
147424,1,0.31,g,9,71,"Renault, Nissan or Citroen",Diesel,Centre,168,1123
147432,1,1.0,e,6,67,"Renault, Nissan or Citroen",Diesel,Centre,4116,170
147445,1,0.12,f,2,58,"Renault, Nissan or Citroen",Diesel,Centre,150,6
147453,1,0.85,f,9,45,Japanese (except Nissan) or Korean,Diesel,Centre,295,515
147519,1,0.41,d,6,35,"Mercedes, Chrysler or BMW",Diesel,Ile-de-France,1191,1165
147589,1,1.0,f,8,53,"Renault, Nissan or Citroen",Diesel,Centre,23,1111
147590,1,1.0,f,6,46,"Renault, Nissan or Citroen",Regular,Centre,282,1188
147612,2,0.79,g,14,35,"Renault, Nissan or Citroen",Regular,Centre,282,1166
147612,2,0.79,g,14,35,"Renault, Nissan or Citroen",Regular,Centre,282,1666
147633,1,0.56,e,9,45,"Opel, General Motors or Ford",Diesel,Centre,63,1215
147683,1,0.49,g,16,28,"Renault, Nissan or Citroen",Regular,Centre,66,1121
147689,1,0.75,g,17,40,"Mercedes, Chrysler or BMW",Diesel,Centre,282,1176
147731,1,0.97,f,5,51,"Renault, Nissan or Citroen",Diesel,Centre,66,2519
147733,2,0.58,f,14,22,"Renault, Nissan or Citroen",Regular,Centre,3866,1158
147733,2,0.58,f,14,22,"Renault, Nissan or Citroen",Regular,Centre,3866,1196
147757,1,0.01,e,4,66,"Opel, General Motors or Ford",Diesel,Centre,59,1213
147758,1,0.28,g,12,66,"Renault, Nissan or Citroen",Diesel,Centre,59,1174
147759,2,0.68,g,17,27,"Renault, Nissan or Citroen",Regular,Centre,282,1164
147759,2,0.68,g,17,27,"Renault, Nissan or Citroen",Regular,Centre,282,1089
147776,1,0.2,g,2,32,"Mercedes, Chrysler or BMW",Regular,Centre,282,62
147781,1,0.41,f,11,21,"Renault, Nissan or Citroen",Regular,Centre,282,66
147813,1,0.11,e,13,20,"Renault, Nissan or Citroen",Diesel,Centre,282,1181
147829,1,1.0,e,3,48,"Renault, Nissan or Citroen",Diesel,Centre,511,1131
147871,1,1.0,d,6,55,Fiat,Regular,Centre,511,1347
147882,1,0.91,e,4,42,"Renault, Nissan or Citroen",Diesel,Centre,48,1133
147917,1,1.0,e,5,61,"Opel, General Motors or Ford",Diesel,Centre,131,431
147921,1,0.49,f,8,42,"Renault, Nissan or Citroen",Diesel,Centre,149,845
147925,1,0.39,g,7,73,"Opel, General Motors or Ford",Regular,Centre,234,1154
147929,1,1.0,h,15,75,"Renault, Nissan or Citroen",Regular,Centre,234,321
147934,1,0.36,g,9,46,"Opel, General Motors or Ford",Regular,Centre,75,77
147948,1,1.0,f,9,34,"Renault, Nissan or Citroen",Diesel,Centre,95,1169
147973,1,1.0,f,22,53,"Renault, Nissan or Citroen",Diesel,Centre,182,1135
147996,1,1.0,i,9,34,"Mercedes, Chrysler or BMW",Regular,Centre,95,1198
148006,1,1.0,g,14,35,"Renault, Nissan or Citroen",Regular,Centre,27,164
148027,1,1.0,f,6,68,"Renault, Nissan or Citroen",Regular,Centre,131,2666
148028,1,0.11,e,13,52,"Opel, General Motors or Ford",Diesel,Centre,149,2617
148037,1,1.0,g,5,26,"Renault, Nissan or Citroen",Regular,Centre,67,103
148058,1,0.97,e,4,40,"Opel, General Motors or Ford",Regular,Centre,286,113
148072,1,1.0,h,12,53,"Renault, Nissan or Citroen",Diesel,Centre,1064,1202
148141,1,1.0,e,1,36,"Opel, General Motors or Ford",Diesel,Centre,1064,289
148143,1,0.82,g,2,42,"Opel, General Motors or Ford",Diesel,Poitou-Charentes,562,1198
148183,1,0.87,g,7,56,"Volkswagen, Audi, Skoda or Seat",Diesel,Pays-de-la-Loire,663,2358
148238,2,0.47,e,4,43,"Opel, General Motors or Ford",Diesel,Ile-de-France,27000,2982
148238,2,0.47,e,4,43,"Opel, General Motors or Ford",Diesel,Ile-de-France,27000,1179
148247,1,1.0,d,3,37,"Renault, Nissan or Citroen",Regular,Ile-de-France,27000,278
148259,2,1.0,h,14,36,Japanese (except Nissan) or Korean,Regular,Ile-de-France,27000,1190
148259,2,1.0,h,14,36,Japanese (except Nissan) or Korean,Regular,Ile-de-France,27000,336
148289,1,0.55,g,18,54,Japanese (except Nissan) or Korean,Regular,Ile-de-France,27000,95
148316,1,1.0,e,2,45,"Volkswagen, Audi, Skoda or Seat",Regular,Ile-de-France,5628,1546
148337,1,0.68,h,10,35,Fiat,Regular,Ile-de-France,12750,1114
148357,1,1.0,e,6,47,"Renault, Nissan or Citroen",Regular,Basse-Normandie,2103,1167
148384,2,1.0,f,4,56,"Opel, General Motors or Ford",Diesel,Basse-Normandie,37,1167
148384,2,1.0,f,4,56,"Opel, General Motors or Ford",Diesel,Basse-Normandie,37,1185
148391,1,0.59,e,11,43,"Opel, General Motors or Ford",Diesel,Basse-Normandie,52,1156
148412,1,1.0,f,3,55,"Opel, General Motors or Ford",Diesel,Basse-Normandie,122,736
148420,1,0.95,f,7,35,"Volkswagen, Audi, Skoda or Seat",Diesel,Basse-Normandie,2103,1026
148441,2,1.0,e,7,67,"Renault, Nissan or Citroen",Regular,Basse-Normandie,1284,78
148441,2,1.0,e,7,67,"Renault, Nissan or Citroen",Regular,Basse-Normandie,1284,1451
148472,1,1.0,g,6,48,"Renault, Nissan or Citroen",Regular,Basse-Normandie,251,11879
148484,1,0.88,e,18,22,"Volkswagen, Audi, Skoda or Seat",Regular,Pays-de-la-Loire,4128,1074
148486,2,1.0,g,0,31,other,Diesel,Basse-Normandie,1284,1163
148486,2,1.0,g,0,31,other,Diesel,Basse-Normandie,1284,54
148499,1,1.0,f,4,39,Japanese (except Nissan) or Korean,Regular,Basse-Normandie,1284,781
148523,1,1.0,f,11,46,"Renault, Nissan or Citroen",Regular,Basse-Normandie,1219,602
148557,1,1.0,e,7,29,"Opel, General Motors or Ford",Diesel,Bretagne,644,1189
148577,1,0.81,f,6,64,"Opel, General Motors or Ford",Diesel,Bretagne,62,3517
148611,1,0.91,d,7,40,"Renault, Nissan or Citroen",Regular,Bretagne,3386,1462
148619,1,1.0,f,7,41,"Renault, Nissan or Citroen",Diesel,Ile-de-France,672,1183
148630,1,1.0,f,9,28,"Renault, Nissan or Citroen",Diesel,Aquitaine,13,4124
148641,1,1.0,f,6,56,"Renault, Nissan or Citroen",Diesel,Bretagne,54,1178
148670,1,1.0,g,1,40,"Volkswagen, Audi, Skoda or Seat",Diesel,Bretagne,229,11997
148680,1,1.0,f,11,41,"Renault, Nissan or Citroen",Diesel,Bretagne,97,553
148710,1,0.24,f,13,41,"Renault, Nissan or Citroen",Diesel,Bretagne,130,1164
148731,1,1.0,i,11,57,"Mercedes, Chrysler or BMW",Regular,Bretagne,287,1159
148739,1,1.0,e,11,41,"Renault, Nissan or Citroen",Diesel,Ile-de-France,9096,201
