"IDpol","ClaimAmount","ClaimNb","Exposure","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Area","Density","Region"
1190826,2508.24,1,0.49,5,4,41,50,"B2","Regular","E",8455,"Rhone-Alpes"
1190855,548.52,1,0.49,4,12,35,50,"B3","Diesel","A",44,"Rhone-Alpes"
1190871,12.02,1,0.49,10,10,32,64,"B1","Regular","E",3963,"Languedoc-Roussillon"
1190874,716.71,1,0.49,9,17,44,57,"B1","Regular","D",1811,"Midi-Pyrenees"
1190907,1069.41,1,1,7,8,55,50,"B1","Diesel","C",107,"Provence-Alpes-Cotes-D'Azur"
1190919,297.45,1,0.49,5,8,28,85,"B6","Diesel","B",50,"Centre"
1190927,815.42,2,0.49,6,7,67,50,"B2","Diesel","C",359,"Languedoc-Roussillon"
1190927,1128,2,0.49,6,7,67,50,"B2","Diesel","C",359,"Languedoc-Roussillon"
1190948,565.75,1,0.49,7,3,64,60,"B3","Diesel","E",3963,"Languedoc-Roussillon"
1190962,737.35,1,0.49,6,16,33,60,"B4","Regular","C",483,"Languedoc-Roussillon"
1190978,559.17,1,0.49,5,3,34,50,"B3","Diesel","B",76,"Languedoc-Roussillon"
1190984,692.71,1,0.49,7,3,40,90,"B4","Regular","D",1326,"Provence-Alpes-Cotes-D'Azur"
1191037,827.82,2,0.49,5,10,37,60,"B2","Diesel","B",81,"Midi-Pyrenees"
1191037,1157.72,2,0.49,5,10,37,60,"B2","Diesel","B",81,"Midi-Pyrenees"
1191039,587.89,1,0.49,6,0,37,85,"B12","Regular","E",4059,"Haute-Normandie"
1191063,1515.36,1,0.49,5,10,41,95,"B5","Regular","A",32,"Aquitaine"
1191096,6000,1,0.49,5,1,64,50,"B6","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1191103,3687.17,1,0.49,7,0,54,50,"B1","Regular","F",12650,"Ile-de-France"
1191136,80.73,1,0.49,6,9,27,80,"B1","Diesel","A",16,"Picardie"
1191183,22000,1,0.6,14,12,32,64,"B6","Regular","F",16284,"Ile-de-France"
1191226,450.66,1,0.96,4,13,58,50,"B1","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur"
1191310,438.24,1,0.96,5,16,42,50,"B2","Diesel","B",60,"Nord-Pas-de-Calais"
1191329,700.41,1,0.41,10,4,47,50,"B4","Regular","C",177,"Alsace"
1191340,716.88,1,1,6,4,41,55,"B12","Diesel","E",3963,"Languedoc-Roussillon"
1191401,527.71,1,1.01,10,13,38,50,"B10","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1191415,858.83,1,0.31,5,12,39,50,"B2","Diesel","A",16,"Aquitaine"
1191429,1774.05,1,0.47,5,7,44,50,"B1","Regular","E",2446,"Provence-Alpes-Cotes-D'Azur"
1191443,135.84,1,0.44,4,15,28,85,"B1","Diesel","E",4059,"Haute-Normandie"
1191454,458.81,1,0.97,6,2,73,50,"B2","Diesel","C",194,"Midi-Pyrenees"
1191466,2082.96,1,0.72,7,2,50,50,"B1","Diesel","D",1780,"Nord-Pas-de-Calais"
1191481,2788.16,1,0.46,6,4,55,72,"B12","Regular","E",5449,"Rhone-Alpes"
1191486,7000,1,0.93,6,13,29,57,"B1","Diesel","D",1468,"Provence-Alpes-Cotes-D'Azur"
1191519,4531.49,1,0.81,8,5,31,90,"B2","Diesel","A",15,"Centre"
1191558,2974.13,1,0.95,7,7,31,64,"B4","Diesel","B",51,"Languedoc-Roussillon"
1191675,1404.26,1,0.08,6,13,23,118,"B1","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur"
1191714,290.81,1,0.08,4,18,29,76,"B1","Regular","E",2715,"Provence-Alpes-Cotes-D'Azur"
1191984,518.73,1,0.48,4,15,71,50,"B1","Regular","F",27000,"Ile-de-France"
1191990,1194.92,1,1,10,12,43,72,"B10","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur"
1192041,293.56,1,0.97,11,17,34,60,"B11","Regular","E",3859,"Rhone-Alpes"
1192240,265.08,1,0.93,9,10,31,60,"B3","Regular","C",432,"Nord-Pas-de-Calais"
1192268,1908.07,1,0.25,5,5,41,55,"B13","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
1192305,745.52,1,0.95,8,10,33,68,"B2","Regular","D",987,"Provence-Alpes-Cotes-D'Azur"
1192325,810.7,1,0.35,7,6,50,50,"B1","Diesel","C",483,"Languedoc-Roussillon"
1192335,272.84,1,0.98,6,0,26,72,"B3","Regular","E",8880,"Ile-de-France"
1192349,531.18,1,0.47,10,1,38,60,"B1","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1192374,50.12,1,0.33,7,1,33,54,"B6","Diesel","E",3997,"Ile-de-France"
1192393,2024.48,1,0.49,9,11,40,85,"B3","Regular","E",3430,"Provence-Alpes-Cotes-D'Azur"
1192398,7000,1,0.49,6,9,55,51,"B3","Diesel","D",674,"Provence-Alpes-Cotes-D'Azur"
1192430,1557.39,1,0.49,9,1,50,55,"B6","Diesel","E",3274,"Ile-de-France"
1192445,1754.42,1,0.49,7,23,72,54,"B1","Regular","C",170,"Rhone-Alpes"
1192483,12000,1,0.49,5,1,50,50,"B2","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur"
1192485,1384,1,0.49,6,7,39,80,"B2","Regular","E",4436,"Basse-Normandie"
1192502,298.52,1,0.49,9,10,26,76,"B2","Regular","C",204,"Rhone-Alpes"
1192556,381.9,1,1,7,7,51,50,"B6","Diesel","D",828,"Provence-Alpes-Cotes-D'Azur"
1192566,2122.95,1,0.25,6,15,38,50,"B2","Diesel","D",1445,"Aquitaine"
1192648,850.65,1,0.49,8,0,29,60,"B6","Regular","E",3866,"Centre"
1192659,737.81,1,0.49,7,8,38,50,"B10","Diesel","E",3708,"Bourgogne"
1192667,19836.99,1,0.49,7,6,56,58,"B1","Diesel","E",6736,"Ile-de-France"
1192677,3000,1,0.49,8,0,55,60,"B3","Diesel","E",3301,"Midi-Pyrenees"
1192678,1184.05,1,1,6,4,40,50,"B13","Diesel","D",1635,"Rhone-Alpes"
1192698,1874.58,1,0.49,8,9,40,60,"B1","Diesel","C",269,"Languedoc-Roussillon"
1192699,722.97,1,0.49,7,11,32,64,"B2","Diesel","B",76,"Languedoc-Roussillon"
1192725,1643.05,1,0.49,5,5,41,58,"B6","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur"
1192737,1225.22,1,0.49,6,16,49,50,"B10","Diesel","E",2365,"Nord-Pas-de-Calais"
1192752,1067.33,1,0.49,5,1,28,60,"B4","Diesel","D",600,"Rhone-Alpes"
1192786,4000,1,1,6,7,36,60,"B13","Diesel","B",82,"Languedoc-Roussillon"
1192821,287.48,1,0.49,5,0,48,50,"B1","Diesel","E",4128,"Pays-de-la-Loire"
1192823,1759.59,1,1,5,1,57,50,"B2","Regular","C",310,"Ile-de-France"
1192841,4987.99,1,1,8,3,54,50,"B1","Diesel","E",4348,"Aquitaine"
1192866,3156.19,1,1,5,10,53,50,"B2","Diesel","A",37,"Rhone-Alpes"
1192879,660.92,1,0.49,4,9,45,54,"B2","Regular","D",1326,"Provence-Alpes-Cotes-D'Azur"
1192935,2003.38,1,0.49,10,3,38,50,"B3","Diesel","C",398,"Rhone-Alpes"
1192936,1614.74,1,0.49,11,7,36,88,"B5","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1192956,2958.42,1,1,4,4,37,58,"B1","Regular","E",9096,"Ile-de-France"
1192979,1668.62,1,0.49,4,4,49,62,"B3","Regular","C",261,"Aquitaine"
1193007,368.58,1,1,4,13,30,57,"B5","Diesel","D",586,"Lorraine"
1193053,1057.91,1,0.49,7,14,50,85,"B11","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur"
1193057,552.56,1,0.49,7,6,29,72,"B2","Diesel","D",614,"Provence-Alpes-Cotes-D'Azur"
1193090,1414.81,1,0.49,6,9,39,90,"B1","Diesel","E",4456,"Aquitaine"
1193095,10232.07,1,0.49,6,0,43,50,"B1","Diesel","E",2278,"Languedoc-Roussillon"
1193181,735.36,1,0.39,6,0,37,76,"B3","Diesel","D",1189,"Aquitaine"
1193182,60.53,1,0.67,7,4,53,50,"B3","Diesel","D",1045,"Midi-Pyrenees"
1193209,2410.96,1,0.49,5,7,37,50,"B1","Regular","D",1005,"Provence-Alpes-Cotes-D'Azur"
1193238,2390.63,1,0.46,8,0,37,50,"B2","Diesel","C",415,"Languedoc-Roussillon"
1193247,1187.05,1,0.33,6,22,44,76,"B3","Diesel","E",3866,"Centre"
1193279,869.92,1,0.56,6,2,34,50,"B3","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1193287,2335.06,1,0.45,7,12,25,68,"B6","Diesel","A",10,"Provence-Alpes-Cotes-D'Azur"
1193288,76.53,1,0.63,7,7,33,60,"B10","Diesel","E",4116,"Centre"
1193289,269.44,1,1.3,5,14,57,77,"B2","Regular","D",738,"Rhone-Alpes"
1193290,5846.08,1,1.01,8,2,40,50,"B11","Diesel","E",2120,"Midi-Pyrenees"
1193317,2648.3,1,0.48,7,3,66,50,"B3","Regular","D",1326,"Provence-Alpes-Cotes-D'Azur"
1193321,522.34,1,0.98,5,9,30,59,"B3","Diesel","C",113,"Auvergne"
1193328,871.21,1,0.26,5,9,28,85,"B2","Diesel","B",99,"Ile-de-France"
1193372,3000,1,1,6,11,19,100,"B1","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
1193425,386.16,1,0.9,7,1,48,50,"B1","Regular","C",185,"Midi-Pyrenees"
1193437,125.07,1,0.48,5,1,33,50,"B1","Diesel","C",252,"Centre"
1193460,78.34,1,0.94,9,9,49,50,"B1","Regular","D",1699,"Languedoc-Roussillon"
1193471,399.31,1,0.94,6,4,42,50,"B3","Regular","D",658,"Provence-Alpes-Cotes-D'Azur"
1193530,2603.1,1,0.43,6,3,30,68,"B12","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1193538,5918.88,1,0.5,7,8,59,57,"B2","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1193561,218.79,1,0.4,9,0,56,50,"B2","Regular","F",23396,"Ile-de-France"
1193581,844.46,1,0.99,7,19,53,69,"B1","Regular","A",32,"Aquitaine"
1193604,1367.51,1,0.92,7,2,28,64,"B1","Regular","D",1062,"Auvergne"
1193649,1054.88,1,0.98,5,7,35,80,"B1","Regular","C",146,"Midi-Pyrenees"
1193709,1688.6,1,0.5,7,9,41,50,"B1","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1193818,273.51,1,0.08,5,0,66,50,"B2","Diesel","D",1466,"Nord-Pas-de-Calais"
1193836,71.64,1,0.08,5,0,61,50,"B5","Diesel","C",132,"Provence-Alpes-Cotes-D'Azur"
1193875,770.36,1,0.08,5,5,50,64,"B5","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur"
1194018,2310.82,1,0.08,7,8,36,68,"B1","Regular","C",269,"Languedoc-Roussillon"
1194042,2476.8,1,0.08,6,2,28,64,"B2","Diesel","C",280,"Aquitaine"
1194154,328.42,1,0.99,6,5,70,52,"B1","Diesel","D",1045,"Midi-Pyrenees"
1194164,653.87,1,0.82,6,6,32,76,"B2","Diesel","A",47,"Rhone-Alpes"
1194167,1105.37,1,0.85,7,0,52,53,"B5","Regular","E",5433,"Provence-Alpes-Cotes-D'Azur"
1194184,750.11,1,0.47,5,12,20,100,"B3","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur"
1194323,5000,1,0.96,6,11,38,65,"B1","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1194359,2693.59,1,0.2,6,10,19,100,"B1","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1194370,3048.98,1,0.95,10,12,32,50,"B2","Regular","A",26,"Rhone-Alpes"
1194371,298.25,1,0.59,6,10,47,50,"B2","Diesel","D",1403,"Provence-Alpes-Cotes-D'Azur"
1194415,3072,1,1.03,6,0,68,50,"B1","Regular","A",46,"Rhone-Alpes"
1194416,400,1,0.37,7,15,30,90,"B1","Regular","C",483,"Languedoc-Roussillon"
1194465,1032.63,1,0.45,4,13,49,50,"B6","Regular","B",96,"Centre"
1194474,1000,1,0.48,6,11,40,64,"B1","Diesel","E",3301,"Midi-Pyrenees"
1194500,550,1,0.96,6,0,61,82,"B2","Diesel","C",185,"Poitou-Charentes"
1194587,8000,1,0.38,6,12,39,50,"B2","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1194616,492.82,1,0.5,7,5,56,68,"B1","Regular","E",5460,"Ile-de-France"
1194626,373.23,1,0.96,7,6,39,50,"B1","Regular","B",84,"Midi-Pyrenees"
1194627,3715.61,1,1,11,11,43,50,"B10","Regular","C",115,"Languedoc-Roussillon"
1194667,2720.03,1,0.44,14,8,27,68,"B3","Regular","D",528,"Provence-Alpes-Cotes-D'Azur"
1194722,6860.21,1,0.49,7,7,56,50,"B11","Regular","D",682,"Provence-Alpes-Cotes-D'Azur"
1194758,1674.87,1,0.49,11,2,36,50,"B3","Regular","D",540,"Rhone-Alpes"
1194766,678.54,1,1,6,3,37,50,"B5","Diesel","D",1045,"Midi-Pyrenees"
1194824,483.05,1,0.49,10,12,49,50,"B2","Diesel","E",4116,"Centre"
1194971,11006.02,1,0.49,7,3,31,68,"B5","Regular","A",10,"Centre"
1194986,1270.64,1,0.49,7,13,38,58,"B1","Regular","C",495,"Languedoc-Roussillon"
1194991,524.42,1,0.49,6,1,34,50,"B1","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1195066,1844.82,1,0.49,4,10,68,50,"B2","Regular","E",6736,"Ile-de-France"
1195072,1025.55,1,0.49,4,0,66,50,"B2","Diesel","F",10156,"Ile-de-France"
1195095,735.31,1,0.49,7,3,72,50,"B11","Diesel","D",1101,"Provence-Alpes-Cotes-D'Azur"
1195113,8254.63,1,1,6,3,49,50,"B1","Diesel","C",170,"Aquitaine"
1195171,1055.51,1,1,6,5,34,68,"B3","Regular","A",24,"Languedoc-Roussillon"
1195182,1063.3,1,1,6,7,65,50,"B6","Diesel","D",572,"Nord-Pas-de-Calais"
1195208,2100,1,1,4,11,37,68,"B1","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1195211,1384.02,1,1,5,3,60,50,"B5","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1195233,1865.01,1,1,8,13,32,72,"B1","Diesel","F",10156,"Ile-de-France"
1195283,792.12,1,0.24,7,14,63,76,"B2","Regular","D",1326,"Provence-Alpes-Cotes-D'Azur"
1195347,839.2,1,0.49,6,6,50,60,"B2","Diesel","E",3857,"Aquitaine"
1195351,417.12,1,0.49,5,6,37,76,"B4","Diesel","D",1055,"Aquitaine"
1195354,612,1,0.49,5,14,56,50,"B3","Diesel","E",5460,"Ile-de-France"
1195373,929.98,1,0.49,5,9,52,50,"B2","Regular","E",3963,"Languedoc-Roussillon"
1195376,1352.6,1,0.49,4,10,47,65,"B3","Diesel","E",4059,"Haute-Normandie"
1195380,11194.13,2,0.49,7,9,32,57,"B1","Regular","E",2983,"Nord-Pas-de-Calais"
1195380,1500,2,0.49,7,9,32,57,"B1","Regular","E",2983,"Nord-Pas-de-Calais"
1195392,751.64,1,0.49,4,9,23,112,"B4","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur"
1195401,3275.53,1,0.49,9,9,26,72,"B2","Regular","D",505,"Basse-Normandie"
1195412,571.38,1,0.49,8,7,47,70,"B10","Diesel","D",1062,"Auvergne"
1195472,155.34,1,0.23,5,0,32,76,"B2","Diesel","D",1229,"Provence-Alpes-Cotes-D'Azur"
1195498,1526.18,1,0.93,4,8,43,50,"B4","Regular","C",125,"Languedoc-Roussillon"
1195518,2227.07,1,0.41,4,9,61,64,"B4","Diesel","E",3708,"Bourgogne"
1195595,1085.06,1,0.49,5,7,38,64,"B1","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1195607,1683.52,1,0.34,5,1,20,95,"B5","Regular","E",2983,"Nord-Pas-de-Calais"
1195620,937.58,1,0.93,10,1,42,50,"B12","Diesel","A",44,"Rhone-Alpes"
1195627,801.66,1,0.93,9,15,43,50,"B12","Diesel","A",44,"Languedoc-Roussillon"
1195633,1608.22,1,0.46,4,0,61,50,"B12","Regular","E",9307,"Rhone-Alpes"
1195660,259.16,1,0.36,7,11,45,66,"B1","Regular","E",3465,"Ile-de-France"
1195691,1434.55,1,1.01,6,11,28,54,"B2","Regular","C",269,"Languedoc-Roussillon"
1195722,2096.54,2,1.01,4,10,50,50,"B2","Regular","E",5177,"Ile-de-France"
1195722,1529.38,2,1.01,4,10,50,50,"B2","Regular","E",5177,"Ile-de-France"
1195724,1360.19,1,0.97,9,13,37,80,"B2","Diesel","C",483,"Languedoc-Roussillon"
1195771,701.76,1,0.65,12,0,58,50,"B10","Diesel","C",286,"Rhone-Alpes"
1195799,1500,1,1.01,5,1,27,72,"B3","Diesel","D",902,"Nord-Pas-de-Calais"
1195800,2160.55,1,0.37,7,8,42,50,"B5","Regular","E",8455,"Rhone-Alpes"
1195815,235.2,1,0.65,4,1,47,72,"B12","Regular","C",269,"Languedoc-Roussillon"
1195816,61.16,1,0.21,11,9,56,50,"B11","Regular","E",5177,"Ile-de-France"
1195824,106,1,1,4,3,61,50,"B3","Diesel","E",2733,"Provence-Alpes-Cotes-D'Azur"
1195867,865.59,1,0.78,5,7,50,118,"B5","Diesel","D",1326,"Provence-Alpes-Cotes-D'Azur"
1195911,793.89,1,0.08,7,0,51,50,"B1","Diesel","C",213,"Languedoc-Roussillon"
1196029,1018.95,1,0.08,5,3,58,72,"B2","Regular","E",3866,"Centre"
1196059,337.04,1,0.08,7,4,33,85,"B1","Regular","E",2498,"Aquitaine"
1196114,4436.44,1,0.08,5,1,25,76,"B10","Diesel","E",3744,"Provence-Alpes-Cotes-D'Azur"
1196150,247.9,1,0.08,6,1,30,72,"B6","Diesel","C",322,"Nord-Pas-de-Calais"
1196404,280.49,1,1.43,4,14,52,50,"B1","Regular","D",824,"Languedoc-Roussillon"
1196428,959.16,1,0.55,7,0,63,50,"B2","Regular","C",216,"Provence-Alpes-Cotes-D'Azur"
1196460,23227.9,2,0.49,10,0,47,50,"B5","Regular","C",310,"Provence-Alpes-Cotes-D'Azur"
1196460,5742.99,2,0.49,10,0,47,50,"B5","Regular","C",310,"Provence-Alpes-Cotes-D'Azur"
1196466,4849.93,1,0.52,6,6,25,85,"B2","Diesel","E",2983,"Nord-Pas-de-Calais"
1196471,474.87,1,0.2,5,1,36,57,"B12","Regular","C",269,"Languedoc-Roussillon"
1196474,809.72,1,0.24,6,12,31,76,"B1","Diesel","E",7966,"Nord-Pas-de-Calais"
1196477,1212.03,2,0.47,4,3,45,57,"B1","Regular","E",2859,"Ile-de-France"
1196477,2295.53,2,0.47,4,3,45,57,"B1","Regular","E",2859,"Ile-de-France"
1196480,1761.3,1,0.26,6,10,41,64,"B1","Diesel","E",5460,"Ile-de-France"
1196484,4000,1,0.3,7,0,28,80,"B1","Diesel","B",81,"Nord-Pas-de-Calais"
1196529,2764.83,1,0.95,11,8,30,61,"B12","Regular","C",150,"Rhone-Alpes"
1196556,65.09,1,0.6,8,15,45,72,"B11","Regular","D",1287,"Aquitaine"
1196570,1000,1,0.88,10,14,57,58,"B4","Regular","C",318,"Provence-Alpes-Cotes-D'Azur"
1196599,500,1,0.97,8,1,38,50,"B2","Diesel","A",3,"Provence-Alpes-Cotes-D'Azur"
1196626,652.36,1,0.99,6,7,43,50,"B2","Diesel","C",269,"Languedoc-Roussillon"
1196630,794.63,1,0.46,5,4,56,50,"B5","Diesel","D",1005,"Provence-Alpes-Cotes-D'Azur"
1196656,937.21,1,0.46,7,19,39,76,"B2","Diesel","D",1152,"Ile-de-France"
1196670,1500,1,1,10,14,39,64,"B2","Diesel","E",3240,"Ile-de-France"
1196684,1905.23,1,0.68,8,11,44,50,"B12","Regular","C",458,"Provence-Alpes-Cotes-D'Azur"
1196685,875.74,1,0.48,7,11,43,50,"B1","Regular","C",300,"Languedoc-Roussillon"
1196727,521.42,1,0.47,5,13,56,50,"B3","Diesel","E",5460,"Ile-de-France"
1196741,2500,1,0.95,6,11,26,68,"B6","Regular","D",1622,"Languedoc-Roussillon"
1196753,136.02,3,0.47,5,0,26,90,"B1","Diesel","E",2044,"Centre"
1196753,79.31,3,0.47,5,0,26,90,"B1","Diesel","E",2044,"Centre"
1196753,1053.94,3,0.47,5,0,26,90,"B1","Diesel","E",2044,"Centre"
1196769,76.25,1,0.99,7,7,40,50,"B2","Diesel","E",3866,"Centre"
1196770,71.7,1,0.98,6,12,41,76,"B3","Diesel","D",1871,"Rhone-Alpes"
1196779,1896.47,1,0.29,5,11,43,50,"B2","Diesel","E",3488,"Haute-Normandie"
1196823,9000,1,0.32,11,12,32,80,"B11","Regular","E",6617,"Ile-de-France"
1196873,2418.73,1,0.58,6,11,37,76,"B1","Diesel","E",5053,"Ile-de-France"
1196926,4000,2,0.95,5,6,36,51,"B3","Diesel","E",4253,"Aquitaine"
1196926,1395.22,2,0.95,5,6,36,51,"B3","Diesel","E",4253,"Aquitaine"
1196945,1172.06,1,0.36,5,2,36,50,"B3","Diesel","C",224,"Languedoc-Roussillon"
1196985,69.51,2,0.49,6,13,55,50,"B1","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1196985,3000,2,0.49,6,13,55,50,"B1","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1196989,981.85,1,0.38,9,0,55,50,"B6","Diesel","E",2369,"Ile-de-France"
1197007,3292.92,1,0.98,6,9,55,50,"B2","Diesel","D",987,"Provence-Alpes-Cotes-D'Azur"
1197011,30.44,1,0.89,10,11,31,90,"B5","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1197022,565.55,1,0.49,6,3,62,50,"B2","Diesel","D",813,"Aquitaine"
1197063,1172,2,0.61,7,0,52,50,"B2","Diesel","D",1006,"Provence-Alpes-Cotes-D'Azur"
1197063,507.59,2,0.61,7,0,52,50,"B2","Diesel","D",1006,"Provence-Alpes-Cotes-D'Azur"
1197073,1904,1,0.92,7,15,55,50,"B2","Diesel","D",539,"Midi-Pyrenees"
1197080,5597.14,1,0.58,7,13,52,61,"B1","Regular","C",118,"Centre"
1197154,1109.07,1,1,7,16,34,56,"B2","Diesel","E",9850,"Ile-de-France"
1197169,300.1,1,1.24,7,1,54,60,"B1","Regular","C",454,"Ile-de-France"
1197195,970.75,1,0.36,5,6,29,85,"B3","Diesel","C",105,"Rhone-Alpes"
1197211,82.46,1,0.5,5,1,51,50,"B2","Regular","E",3866,"Centre"
1197222,2000,2,0.45,5,9,35,76,"B2","Diesel","C",122,"Languedoc-Roussillon"
1197222,2933.78,2,0.45,5,9,35,76,"B2","Diesel","C",122,"Languedoc-Roussillon"
1197236,173.52,1,0.27,4,12,34,80,"B3","Regular","D",1326,"Provence-Alpes-Cotes-D'Azur"
1197306,1263.5,1,1.01,7,8,21,90,"B2","Regular","E",3744,"Provence-Alpes-Cotes-D'Azur"
1197320,659.98,1,0.27,5,6,43,58,"B1","Regular","C",116,"Languedoc-Roussillon"
1197336,2040.9,1,0.7,8,18,47,50,"B10","Diesel","C",498,"Nord-Pas-de-Calais"
1197381,80.05,1,1.29,4,11,48,50,"B2","Regular","C",269,"Languedoc-Roussillon"
1197405,188.27,1,0.38,7,0,29,68,"B2","Regular","B",61,"Centre"
1197414,78.34,1,0.98,7,12,67,56,"B1","Diesel","C",483,"Languedoc-Roussillon"
1197432,2794.92,1,0.4,9,3,40,90,"B1","Regular","E",4059,"Haute-Normandie"
1197449,5330.44,2,0.92,6,0,61,50,"B3","Diesel","D",902,"Nord-Pas-de-Calais"
1197449,2285.16,2,0.92,6,0,61,50,"B3","Diesel","D",902,"Nord-Pas-de-Calais"
1197490,196.99,2,0.49,7,9,44,50,"B2","Diesel","E",8023,"Ile-de-France"
1197490,2905.32,2,0.49,7,9,44,50,"B2","Diesel","E",8023,"Ile-de-France"
1197524,4447.19,1,0.48,8,0,37,56,"B2","Diesel","C",359,"Provence-Alpes-Cotes-D'Azur"
1197531,2092.77,2,1,6,7,72,50,"B3","Diesel","E",2715,"Provence-Alpes-Cotes-D'Azur"
1197531,1819.79,2,1,6,7,72,50,"B3","Diesel","E",2715,"Provence-Alpes-Cotes-D'Azur"
1197539,6485.38,1,1.25,6,7,30,64,"B5","Diesel","C",109,"Languedoc-Roussillon"
1197625,71.64,1,0.56,6,7,36,59,"B2","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1197658,2726.83,1,0.4,10,8,27,95,"B11","Regular","E",4116,"Centre"
1197661,107.69,1,1.07,11,14,38,57,"B3","Regular","E",9817,"Ile-de-France"
1197689,2784.69,1,0.96,9,0,39,50,"B2","Regular","F",12374,"Ile-de-France"
1197691,971.99,1,0.96,4,6,48,100,"B2","Regular","C",388,"Provence-Alpes-Cotes-D'Azur"
1197722,1127.64,1,1,7,11,49,50,"B6","Diesel","D",789,"Midi-Pyrenees"
1197739,319.08,1,0.98,4,8,53,50,"B4","Diesel","B",66,"Provence-Alpes-Cotes-D'Azur"
1197749,1833.09,1,0.35,6,0,47,50,"B1","Diesel","D",645,"Languedoc-Roussillon"
1197759,3499.83,1,0.45,7,7,38,72,"B1","Regular","F",10156,"Ile-de-France"
1197793,2502.02,1,0.61,7,4,48,50,"B2","Regular","B",84,"Bretagne"
1197818,2702.33,1,0.41,5,5,51,50,"B1","Regular","C",267,"Languedoc-Roussillon"
1197833,727.85,2,0.81,14,6,56,50,"B4","Regular","E",9307,"Rhone-Alpes"
1197833,1809.67,2,0.81,14,6,56,50,"B4","Regular","E",9307,"Rhone-Alpes"
1197859,6000,1,0.19,5,14,56,90,"B1","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1197871,1095.6,1,0.34,6,5,19,90,"B3","Diesel","E",3657,"Rhone-Alpes"
1197916,4500,1,0.95,7,6,25,72,"B2","Diesel","D",1541,"Languedoc-Roussillon"
1197924,385,1,1.04,8,11,31,72,"B14","Diesel","D",549,"Rhone-Alpes"
1197979,530.39,1,0.96,13,8,26,72,"B11","Regular","D",824,"Languedoc-Roussillon"
1198055,588.48,1,0.41,7,0,53,50,"B2","Regular","E",3628,"Rhone-Alpes"
1198099,1171.83,1,1,10,11,24,80,"B2","Regular","A",42,"Languedoc-Roussillon"
1198112,1784.52,2,0.44,7,0,32,68,"B3","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1198112,3472.76,2,0.44,7,0,32,68,"B3","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1198123,3530.7,1,0.46,11,9,50,69,"B1","Diesel","D",566,"Provence-Alpes-Cotes-D'Azur"
1198137,1241.95,1,1,6,10,72,50,"B1","Diesel","E",3859,"Rhone-Alpes"
1198154,850.23,1,0.92,8,16,31,56,"B2","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1198162,4042.79,1,0.98,8,5,45,85,"B13","Diesel","A",39,"Provence-Alpes-Cotes-D'Azur"
1198171,10000,1,0.96,5,11,62,50,"B3","Regular","B",72,"Midi-Pyrenees"
1198178,1925.26,1,0.49,4,4,42,50,"B2","Regular","E",4348,"Aquitaine"
1198266,955.31,1,0.81,12,11,37,60,"B10","Regular","E",3317,"Provence-Alpes-Cotes-D'Azur"
1198289,1771.45,1,1.28,6,3,56,50,"B2","Regular","C",251,"Provence-Alpes-Cotes-D'Azur"
1198293,239.3,1,0.56,7,1,50,50,"B2","Diesel","E",3317,"Provence-Alpes-Cotes-D'Azur"
1198295,521.81,1,0.5,11,16,34,68,"B11","Regular","B",57,"Centre"
1198313,4000,1,0.42,8,8,28,72,"B2","Diesel","D",1510,"Ile-de-France"
